LOCAL_PONTO;NRO_PONTO;SITUACAO;TIPO;CATEGORIA;ENDEREÇO;NRO;CEP;CODLOG;REGIAO;SUBPREFEITURA
7080182;2486;ATIVO;PRIVATIVO;COMUM;ITAPURA, R.;117;3310000;95729;LESTE;MOOCA
7080190;2487;ATIVO;PRIVATIVO;COMUM;PEDREIRA DE FREITAS PROFº , R.;522;3312000;158453;LESTE;MOOCA
7080204;2645;ATIVO;PRIVATIVO;COMUM;ELEONORA CINTRA, R.;960;3337000;63053;LESTE;ARICANDUVA
7080212;2863;ATIVO;PRIVATIVO;COMUM;CORTA VENTO, R.;21;3313010;53953;LESTE;MOOCA
7080239;2903;ATIVO;PRIVATIVO;COMUM;ESTEVÃO PERNET PE, R.;62;3315000;66796;LESTE;MOOCA
7085010;;ATIVO;LIVRE;COMUM RADIO;CANTAGALO, R.;200;3319000;41440;LESTE;MOOCA
7085028;;ATIVO;LIVRE;COMUM RADIO;ITUZAINGÓ, PÇA;1;3334020;96636;LESTE;MOOCA
7085036;;ATIVO;LIVRE;COMUM RADIO;ARMINDO GUARANÁ, R.;262;3335070;22683;LESTE;ARICANDUVA
7085044;;ATIVO;LIVRE;COMUM RADIO;ITAQUI BR. DE, PÇA;1;3310020;95958;LESTE;MOOCA
7085053;;ATIVO;LIVRE;COMUM RADIO;EUCLIDES PACHECO, R.;597;3321000;67415;LESTE;MOOCA
7100019;1516;ATIVO;PRIVATIVO;COMUM;SAMPAIO VIDAL , PÇA;60;3356000;168203;LESTE;ARICANDUVA
7100027;1498;ATIVO;PRIVATIVO;COMUM;ARACÊ, R.;573;3362050;20095;LESTE;ARICANDUVA
7100043;820;EXTINTO;PRIVATIVO;COMUM;ARAPOCA, R.;128;3362000;20699;LESTE;ARICANDUVA
7100051;1633;ATIVO;PRIVATIVO;COMUM;CONSTÂNCIO VAZ GUIMARÃES, PÇA;268;3366000;226114;LESTE;ARICANDUVA
7100078;2169;ATIVO;PRIVATIVO;COMUM;IACRI, R.;65;3430020;88943;LESTE;ARICANDUVA
7100086;1229;ATIVO;PRIVATIVO;COMUM;VALE FORMOSO, R.;224;3410030;194468;LESTE;ARICANDUVA
7100094;641;ATIVO;PRIVATIVO;COMUM;CIRO TURINO MONS., PÇA;588;3432000;162426;LESTE;ARICANDUVA
7100108;294;ATIVO;PRIVATIVO;COMUM;DENTISTA BARRETO, R.;583;3420000;28800;LESTE;ARICANDUVA
7100116;801;ATIVO;PRIVATIVO;COMUM;LUIZ PINTO, R.;573;3427000;122840;LESTE;ARICANDUVA
7100132;1288;ATIVO;PRIVATIVO;COMUM;MELO FREIRE, R.;148;3314030;341223;LESTE;MOOCA
7100159;1314;ATIVO;PRIVATIVO;COMUM;RAINHA SANTA, AL.;419;3425060;168424;LESTE;ARICANDUVA
7100167;2720;ATIVO;PRIVATIVO;COMUM;GUILHERME GIORGI, AV.;799;3422000;352110;LESTE;ARICANDUVA
7100175;2847;ATIVO;PRIVATIVO;COMUM;BAQUIÁ, R.;109;3443000;28088;LESTE;ARICANDUVA
7100183;1734;ATIVO;PRIVATIVO;COMUM;CANÁRIAS, PÇA;1;3359120;40789;LESTE;ARICANDUVA
7100191;2857;EXTINTO;PRIVATIVO;COMUM;CURUPÁ, R.;874;3355010;56308;LESTE;ARICANDUVA
7105010;;ATIVO;LIVRE;COMUM RADIO;NOSSA SENHORA DAS VITÓRIAS, PÇA;153;3356030;147133;LESTE;ARICANDUVA
7120052;2615;ATIVO;PRIVATIVO;COMUM;ODILON PIRES, AV.;11;3455000;148750;LESTE;ARICANDUVA
7120060;2814;ATIVO;PRIVATIVO;COMUM;DEZENOVE DE JANEIRO, AV.;787;3449000;58173;LESTE;ARICANDUVA
7120168;1327;ATIVO;PRIVATIVO;COMUM;RIO DAS PEDRAS, AV.;555;3453000;171352;LESTE;ARICANDUVA
7140029;952;ATIVO;PRIVATIVO;COMUM;EULÁLIO DE CARVALHO, PÇA;276;3908280;41653;LESTE;ARICANDUVA
7140061;1169;ATIVO;PRIVATIVO;COMUM;SANTO JOÃO VICENZOTO, PÇA;57;3451080;207144;LESTE;ARICANDUVA
7140193;1433;ATIVO;PRIVATIVO;COMUM;INCONFIDÊNCIA MINEIRA, AV.;970;3911000;91340;LESTE;ARICANDUVA
7145012;;ATIVO;LIVRE;COMUM RADIO;AGUIM, PÇA;2;3456100;350931;LESTE;ARICANDUVA
7160038;1220;ATIVO;PRIVATIVO;COMUM;LUIZ PIRES DE MINAS, AV.;307;3933070;47520;LESTE;SAO MATEUS
7160208;1464;ATIVO;PRIVATIVO;COMUM;ALESSANDRO GIULIO DELL'ARINGA, R.;256;3959030;6149;LESTE;SAO MATEUS
7165013;;ATIVO;LIVRE;COMUM RADIO;LUIS PIRES DE MINAS, AV.;1068;3933070;47520;LESTE;SAO MATEUS
7180055;2094;ATIVO;PRIVATIVO;COMUM;MIGUEL MOTOKI OGUSHI, R.;7;8320370;230332;LESTE;SAO MATEUS
7180101;745;ATIVO;PRIVATIVO;COMUM;SAPOPEMBA, AV.;21800;3989010;178241;LESTE;SAO MATEUS
8020043;1817;ATIVO;PRIVATIVO;COMUM;MOOCA DA, R;2313;3165002;142131;LESTE;MOOCA
8020061;2935;ATIVO;PRIVATIVO;COMUM;CARNEIRO LEÃO, R.;250;3040000;44784;LESTE;MOOCA
8020087;2974;EXTINTO;PRIVATIVO;COMUM;PRUDENTE DE MORAIS, R.;273;3043040;166731;LESTE;MOOCA
8020272;1497;ATIVO;PRIVATIVO;COMUM;ITAPIRA, R.;175;3102060;95524;LESTE;MOOCA
8040010;1494;ATIVO;PRIVATIVO;COMUM;ORATÓRIO, R.;60;3117010;150347;LESTE;MOOCA
8040044;860;ATIVO;PRIVATIVO;COMUM;IPANEMA, R.;149;3048000;92479;LESTE;MOOCA
8040052;1587;ATIVO;PRIVATIVO;COMUM;JOÃO ANTONIO DE OLIVEIRA, R.;593;3111001;101354;LESTE;MOOCA
8040060;959;ATIVO;PRIVATIVO;COMUM;CATARINA BRAIDA, R.;482;3169030;46035;LESTE;MOOCA
8040079;1957;ATIVO;PRIVATIVO;COMUM;TAQUARI, R.;546;3166000;187038;LESTE;MOOCA
8040087;1217;ATIVO;PRIVATIVO;COMUM;HIPÓDROMO DO, R.;751;3051000;87980;LESTE;MOOCA
8040095;2018;ATIVO;PRIVATIVO;COMUM;TAQUARI, R.;174;3112100;100200;LESTE;MOOCA
8040117;2193;ATIVO;PRIVATIVO;COMUM;SARAPUI, R.;164;3123010;178535;LESTE;MOOCA
8040125;2281;ATIVO;PRIVATIVO;COMUM;DEUS MADRE DE, R.;55;3119000;124877;LESTE;MOOCA
8040133;2336;ATIVO;PRIVATIVO;COMUM;GUAIMBÉ, R.;456;3118030;82708;LESTE;MOOCA
8040141;2482;ATIVO;PRIVATIVO;COMUM;ARNO, AV.;341;3108010;22853;CENTRO OESTE;SE
8040150;2533;ATIVO;PRIVATIVO;COMUM;CANUTO SARAIVA, R.;27;3113010;41572;LESTE;MOOCA
8040168;2534;ATIVO;PRIVATIVO;COMUM;JOÃO TOBIAS, R.;218;3163060;104884;LESTE;MOOCA
8040206;2583;ATIVO;PRIVATIVO;COMUM;CAPITAL, PÇA;19;3115030;426288;LESTE;MOOCA
8040214;2627;ATIVO;PRIVATIVO;COMUM;PORTO FELIZ, R.;138;3180090;165212;LESTE;MOOCA
8040222;2783;EXTINTO;PRIVATIVO;COMUM;ALMEIDA LIMA DR., R.;1290;3103010;7862;LESTE;MOOCA
8040230;2784;ATIVO;PRIVATIVO;COMUM;CURUPACÊ, R.;338;3120010;56316;LESTE;MOOCA
8040249;2858;ATIVO;PRIVATIVO;COMUM;INHOMERIM  VISC. DE, R.;223;3120000;91987;LESTE;MOOCA
8045011;;ATIVO;LIVRE;COMUM RADIO;KENNEDY PRES., PÇA;2;3162040;114928;LESTE;MOOCA
8045020;;ATIVO;LIVRE;COMUM RADIO;WILSON PRES., AV;1172;3107001;199583;LESTE;IPIRANGA
8045038;;ATIVO;LIVRE;COMUM RADIO;JOAO FELIPO MONS., R.;1;3110020;69825;LESTE;MOOCA
8060010;161;ATIVO;PRIVATIVO;COMUM;ITAQUERI, R.;512;3178000;95931;LESTE;MOOCA
8060029;478;ATIVO;PRIVATIVO;COMUM;TERESINA, R.;225;3185010;188310;LESTE;MOOCA
8060053;786;ATIVO;PRIVATIVO;COMUM;CANIMÃ, R.;25;3128020;41343;LESTE;MOOCA
8060061;1522;ATIVO;PRIVATIVO;COMUM;MORAES BRIG., R.;12;3302010;142166;LESTE;MOOCA
8060070;672;ATIVO;PRIVATIVO;COMUM;ITAMARACÁ, R.;437;3179010;94994;LESTE;MOOCA
8060088;596;ATIVO;PRIVATIVO;COMUM;NATAL, R.;1034;3186030;144274;LESTE;MOOCA
8060096;407;ATIVO;PRIVATIVO;COMUM;MOGI MIRIM, R.;23;3187040;140970;LESTE;MOOCA
8060100;1996;ATIVO;PRIVATIVO;COMUM;ACÔNITO, R.;48;3174150;244708;LESTE;MOOCA
8060126;1993;ATIVO;PRIVATIVO;COMUM;ITABAIANA, R.;816;3171010;94161;LESTE;MOOCA
8060134;2214;ATIVO;PRIVATIVO;COMUM;TAQUARI, R.;901;3166001;187038;LESTE;MOOCA
8060142;461;ATIVO;PRIVATIVO;COMUM;ADELINO PE, R.;1157;3303000;1856;LESTE;MOOCA
8060215;1401;ATIVO;PRIVATIVO;COMUM;ORATÓRIO DO, R.;1379;3117010;150347;LESTE;MOOCA
8060231;2912;ATIVO;PRIVATIVO;COMUM;MONTEMAGNO, AV.;348;3371000;141968;LESTE;MOOCA
8060240;2963;EXTINTO;PRIVATIVO;COMUM;GUAIMBÉ,R;350;3118030;82708;LESTE;MOOCA
8060259;3002;ATIVO;PRIVATIVO;COMUM;SAPUCAIA, R;520;3170050;178314;LESTE;MOOCA
8065012;;ATIVO;LIVRE;COMUM RADIO;ALEXANDRE FLEMING, PÇA;2;3180190;6327;LESTE;MOOCA
8080020;709;ATIVO;PRIVATIVO;COMUM;MATURANAS, R.;100;3157100;137316;LESTE;MOOCA
8080038;822;EXTINTO;PRIVATIVO;COMUM;TRISTAO DA CUNHA, PÇA;102;3189030;191736;LESTE;MOOCA
8080046;2826;ATIVO;PRIVATIVO;COMUM;ORATÓRIO DO, R.;3766;3117001;150347;LESTE;VILA PRUDENTE/SAPOPEMBA
8080062;690;ATIVO;PRIVATIVO;COMUM;ITAPIGI, R.;141;3193010;95478;LESTE;MOOCA
8080135;466;ATIVO;PRIVATIVO;COMUM;EDUARDO TABERNEIRO RANGEL, PÇA;1;3351000;137383;LESTE;MOOCA
8080144;3013;ATIVO;PRIVATIVO;COMUM;ESTEVÃO PERNET PE, R.;912;3315000;66796;LESTE;MOOCA
8080276;3044;BLOQUEADO;PRIVATIVO;COMUM;JOSE OSCAR ABREU SAMPAIO RUA;1;3337020;111252;LESTE;ARICANDUVA
8100012;930;ATIVO;PRIVATIVO;COMUM;FÁBIO, R.;31;3378060;68624;LESTE;ARICANDUVA
8100047;653;ATIVO;PRIVATIVO;COMUM;JOÃO XXIII, AV.;38;3361000;105031;LESTE;ARICANDUVA
8100055;2367;ATIVO;PRIVATIVO;COMUM;DEZOITO DE FEVEREIRO, R.;188;3373070;58211;LESTE;ARICANDUVA
8120129;1210;ATIVO;PRIVATIVO;COMUM;BARREIRA GRANDE DA, ESTR.;1190;3916000;28789;LESTE;VILA PRUDENTE/SAPOPEMBA
8140022;871;ATIVO;PRIVATIVO;COMUM;CASTRO AVELAENS, R.;14;3920230;594334;LESTE;VILA PRUDENTE/SAPOPEMBA
8140030;1632;EXTINTO;PRIVATIVO;COMUM;ANTONIO LAZARO, R.;136;3924080;336211;LESTE;VILA PRUDENTE/SAPOPEMBA
8140049;2725;ATIVO;PRIVATIVO;COMUM;SAPOPEMBA, AV;8807;3988010;178241;LESTE;VILA PRUDENTE/SAPOPEMBA
8160201;1394;ATIVO;PRIVATIVO;COMUM;MANUEL FRANÇA DOS SANTOS, R.;229;3975130;782777;LESTE;VILA PRUDENTE/SAPOPEMBA
9020047;1206;ATIVO;PRIVATIVO;COMUM;CAMPOS SALES, R.;214;3041090;40525;LESTE;MOOCA
9020055;1981;ATIVO;PRIVATIVO;COMUM;AZEVEDO JUNIOR, R.;13;3040020;26670;CENTRO OESTE;SE
9040013;2792;ATIVO;PRIVATIVO;COMUM;PRATES CONDE, R.;34;3122000;165824;LESTE;MOOCA
9040056;950;ATIVO;PRIVATIVO;COMUM;ARARIBÓIA,R.;227;3113070;20940;LESTE;MOOCA
9060015;2964;EXTINTO;PRIVATIVO;COMUM;JUVENTUS,R;100;3124020;112658;LESTE;MOOCA
9060022;769;ATIVO;PRIVATIVO;COMUM;JUVENTUS, R.;526;3124020;112658;LESTE;MOOCA
9060057;1255;EXTINTO;PRIVATIVO;COMUM;CAMÉ, R.;1016;3121020;39667;LESTE;MOOCA
9060065;2520;ATIVO;PRIVATIVO;COMUM;ENRICO BASTIGLIA, R.;97;3125050;617059;LESTE;MOOCA
9060073;2806;EXTINTO;PRIVATIVO;COMUM;JOÃO PADILHA, R.;105;3109010;364398;LESTE;VILA PRUDENTE/SAPOPEMBA
9060090;;ATIVO;LIVRE;ESPECIAL;VITOANTONIO DEL VECHIO, R.;106;3124070;198331;LESTE;MOOCA
9060103;2965;EXTINTO;PRIVATIVO;COMUM;APARAJÚ,R;21;3127020;19160;LESTE;MOOCA
9060112;3019;ATIVO;PRIVATIVO;COMUM;JOÃO PADILHA, R. ( SHOPPING MOOCA);104;3109010;364398;LESTE;VILA PRUDENTE/SAPOPEMBA
9065016;;ATIVO;LIVRE;COMUM RADIO;WILHELM BERNAUER, PÇA;1;3126090;220140;LESTE;VILA PRUDENTE/SAPOPEMBA
9080031;557;ATIVO;PRIVATIVO;COMUM;DAMIÃO PADRE, PÇA;91;3126050;56820;LESTE;VILA PRUDENTE/SAPOPEMBA
9080058;1795;ATIVO;PRIVATIVO;COMUM;ITUVERAVA, R.;656;3151020;96601;LESTE;VILA PRUDENTE/SAPOPEMBA
9080066;530;ATIVO;PRIVATIVO;COMUM;ZELINA,  AV.;859;3143001;200590;LESTE;VILA PRUDENTE/SAPOPEMBA
9080082;2369;ATIVO;PRIVATIVO;COMUM;FRANCISCO FALCONI, AV.;837;3227000;656348;LESTE;VILA PRUDENTE/SAPOPEMBA
9080090;2480;ATIVO;PRIVATIVO;COMUM;GUAMIRANGA,R. ( METRO TAMANDUATEÍ-SHOP);1001;4220020;135569;LESTE;VILA PRUDENTE/SAPOPEMBA
9080104;1320;ATIVO;PRIVATIVO;COMUM;VILA  EMA, AV.;1300;3156000;197084;LESTE;VILA PRUDENTE/SAPOPEMBA
9080113;3001;ATIVO;PRIVATIVO;COMUM;ITAMAMBUCA, R;177;3132100;95133;LESTE;VILA PRUDENTE/SAPOPEMBA
9080121;3030;ATIVO;PRIVATIVO;COMUM;PARAIBUNA, R.;528;3151120;154431;LESTE;VILA PRUDENTE/SAPOPEMBA
9085017;;ATIVO;LIVRE;COMUM RADIO;MENDONÇA CORTE REAL, R.;88;3227110;745910;LESTE;VILA PRUDENTE/SAPOPEMBA
9085025;;ATIVO;LIVRE;COMUM RADIO;FRANCISCO FALCONI, AV.;275;3227000;656348;LESTE;VILA PRUDENTE/SAPOPEMBA
9100016;1421;ATIVO;PRIVATIVO;COMUM;TRÊS PEDRAS, R.;28;3209010;191442;LESTE;VILA PRUDENTE/SAPOPEMBA
9100040;1833;ATIVO;PRIVATIVO;COMUM;COSTA BARROS, R.;2050;3210001;54259;LESTE;VILA PRUDENTE/SAPOPEMBA
9100059;2056;ATIVO;PRIVATIVO;COMUM;ROBÉRIO DIAS, R.;25;3283020;212490;LESTE;VILA PRUDENTE/SAPOPEMBA
9120017;2256;ATIVO;PRIVATIVO;COMUM;NOVA TIMBOTEUA, R.;39;3267110;147923;LESTE;VILA PRUDENTE/SAPOPEMBA
9120076;802;EXTINTO;PRIVATIVO;COMUM;BARROS SOBRINHO, R.;137;3283190;11495;LESTE;VILA PRUDENTE/SAPOPEMBA
9120084;696;ATIVO;PRIVATIVO;COMUM;SÃO LUCAS, AV.;161;3239000;120472;LESTE;VILA PRUDENTE/SAPOPEMBA
9140042;913;EXTINTO;PRIVATIVO;COMUM;ANA CLARA, R.;320;3257000;11630;LESTE;VILA PRUDENTE/SAPOPEMBA
10025014;;ATIVO;LIVRE;COMUM RADIO;ODORICO MENDES, R.;632;3106030;148806;SUL;SE
10060022;346;ATIVO;PRIVATIVO;COMUM;LECOR GENERAL, R.;558;4213020;116882;SUL;IPIRANGA
10060049;1621;ATIVO;PRIVATIVO;COMUM;LIMA E SILVA, R.;950;4215020;118745;SUL;IPIRANGA
10060057;1657;ATIVO;PRIVATIVO;COMUM;CIPRIANO BARATA, R.;1051;4205000;49638;SUL;IPIRANGA
10060065;2365;ATIVO;PRIVATIVO;COMUM;CISPLATINA, R.;23;4211040;50032;SUL;IPIRANGA
10060073;2105;ATIVO;PRIVATIVO;COMUM;DOIS DE JULHO, R.;512;4215000;59722;SUL;IPIRANGA
10060081;2431;ATIVO;PRIVATIVO;COMUM;AGOSTINHO GOMES, R.;1455;4206000;3310;SUL;IPIRANGA
10060090;2598;ATIVO;PRIVATIVO;COMUM;AGOSTINHO GOMES, R.;1820;4206000;3310;SUL;IPIRANGA
10060103;2630;ATIVO;PRIVATIVO;COMUM;CIPRIANO BARATA, R.;1517;4205000;49638;SUL;IPIRANGA
10060111;2702;EXTINTO;PRIVATIVO;COMUM;CIPRIANO BARATA, R.;2388;4205002;49638;SUL;IPIRANGA
10060120;2834;ATIVO;PRIVATIVO;COMUM;SILVA BUENO, R.;767;4208050;181722;SUL;IPIRANGA
10065016;;ATIVO;LIVRE;COMUM RADIO;XAVIER CURADO, R.;60;4210100;199834;SUL;IPIRANGA
10065024;;ATIVO;LIVRE;COMUM RADIO;XAVIER DE ALMEIDA, RUA;316;4211001;199885;SUL;IPIRANGA
10080023;495;ATIVO;PRIVATIVO;COMUM;SILVA BUENO, R.;643;4208050;181722;SUL;IPIRANGA
10080040;1710;ATIVO;PRIVATIVO;COMUM;METRO TAMANDUATEÍ;383;3107001;199583;SUL;IPIRANGA
10080066;1713;ATIVO;PRIVATIVO;COMUM;IBITIRAMA, R.;1453;3133200;89559;LESTE;VILA PRUDENTE/SAPOPEMBA
10080082;1743;ATIVO;PRIVATIVO;COMUM;FRANCISCO PERES, R.;184;4280010;75299;SUL;IPIRANGA
10080090;2199;ATIVO;PRIVATIVO;COMUM;LABATUT, R.;539;4214000;115061;SUL;IPIRANGA
10080104;2289;ATIVO;PRIVATIVO;COMUM;VOLGA, R.;124;4286120;198781;SUL;IPIRANGA
10080120;2436;ATIVO;PRIVATIVO;COMUM;ALENCAR ARARIPE, R.;611;4253000;6092;SUL;IPIRANGA
10080139;2441;ATIVO;PRIVATIVO;COMUM;CLEMENTE PEREIRA, R.;450;4216060;50830;SUL;IPIRANGA
10080147;2540;ATIVO;PRIVATIVO;COMUM;JOÃO DE SOUZA SGTO MOR, R.;73;4209060;102610;SUL;IPIRANGA
10080155;2860;ATIVO;PRIVATIVO;COMUM;GONÇALVES LEDO, R.;473;4216030;81361;SUL;IPIRANGA
10080181;2995;ATIVO;PRIVATIVO;COMUM;GREENFELD, R.;198;4218100;82040;SUL;IPIRANGA
10085017;;ATIVO;LIVRE;COMUM RADIO;FREDERICO OZANAN, PÇA;13;4286010;76210;SUL;IPIRANGA
10100016;962;ATIVO;PRIVATIVO;COMUM;ANDRÉ NUNES, PÇA;50;4165160;13234;SUL;IPIRANGA
10100040;582;ATIVO;PRIVATIVO;COMUM;SÃO JOÃO  CLÍMACO, LGO;4;4255000;102083;SUL;IPIRANGA
10100059;951;ATIVO;PRIVATIVO;COMUM;RUBENS GRANJA DEP., AV.;117;4298000;47481;SUL;IPIRANGA
10100067;1475;ATIVO;PRIVATIVO;COMUM;SANTO ALBANO, AV.;379;4296000;4502;SUL;IPIRANGA
10100075;1978;ATIVO;PRIVATIVO;COMUM;TITO OLIANI, R.;13;4256000;81850;SUL;IPIRANGA
10100083;2265;ATIVO;PRIVATIVO;COMUM;ITALVA, R.;80;4292030;675717;SUL;IPIRANGA
10100091;2327;ATIVO;PRIVATIVO;COMUM;VILARES DOM, R.;551;4160001;197238;SUL;IPIRANGA
10100148;;ATIVO;LIVRE;COMUM;MANOEL SAETA GARCIA, R.;33;4256270;738689;SUL;IPIRANGA
10100157;3028;ATIVO;PRIVATIVO;COMUM;SANTA ROSA JUNIOR, R.;189;5579011;174203;OESTE;BUTANTA
10105026;;ATIVO;LIVRE;COMUM RADIO;GAÚCHA, PÇA;98;4247020;12408;SUL;IPIRANGA
10105034;;ATIVO;LIVRE;COMUM RADIO;ALBERTO I, RUA;114;4298060;5070;SUL;IPIRANGA
10120017;2484;ATIVO;PRIVATIVO;COMUM;ARNALDO JOÃO SEMERARO PROFº,  R.;41;4184000;59870;SUL;IPIRANGA
10120025;;ATIVO;LIVRE;COMUM;EUGÊNIO EGAS, R.;82;4177410;67717;SUL;IPIRANGA
10120026;3033;ATIVO;PRIVATIVO;COMUM;OTÁVIO MANGABEIRA SENADOR, R.;71;5662000;148504;OESTE;BUTANTA
10120492;1032;ATIVO;PRIVATIVO;LUXO;AEROPORTO DE CONGONHAS;4008;4662000;199311;SUL;SANTO AMARO
11020024;1502;ATIVO;PRIVATIVO;COMUM;HERMINIO LEMOS, R.;305;1540000;87564;CENTRO OESTE;SE
11020032;794;ATIVO;PRIVATIVO;COMUM;GALVÃO BUENO, R.;257;1506000;77330;CENTRO OESTE;SE
11020040;1575;ATIVO;PRIVATIVO;COMUM;GLÓRIA DA, R.;252;1510000;80292;CENTRO OESTE;SE
11020059;1152;ATIVO;PRIVATIVO;COMUM;DEMOSTENES B  FIGUEIRA MARQUES  PROF, R.;9;1518010;57886;CENTRO OESTE;SE
11020067;1631;ATIVO;PRIVATIVO;COMUM;SETE DE SETEMBRO, LGO.;2;1501050;181153;CENTRO OESTE;SE
11020075;141;ATIVO;PRIVATIVO;COMUM;CASTRO ALVES, R.;26;1532000;45683;CENTRO OESTE;SE
11020083;1606;ATIVO;PRIVATIVO;COMUM;ESMERALDA, R.;194;1531040;66001;CENTRO OESTE;SE
11020091;1832;ATIVO;PRIVATIVO;COMUM;GLÓRIA DA, R.;252;1510000;80292;CENTRO OESTE;SE
11020105;1168;ATIVO;PRIVATIVO;COMUM;GALVÃO BUENO, R.;488;1506000;77330;CENTRO OESTE;SE
11020113;1177;ATIVO;PRIVATIVO;COMUM;LEOPOLDO MIGUEZ, R.;327;1518020;117943;CENTRO OESTE;SE
11020121;1883;ATIVO;PRIVATIVO;COMUM;TAQUÁ, R.;208;1508010;186988;CENTRO OESTE;SE
11020130;943;ATIVO;PRIVATIVO;COMUM;TURMALINA, AV;191;1531020;192643;CENTRO OESTE;SE
11020148;1792;ATIVO;PRIVATIVO;COMUM;FURTADO CONS. R.;388;1507000;90328;CENTRO OESTE;SE
11020156;1196;ATIVO;PRIVATIVO;COMUM;NINA RODRIGUES, PÇA;532;1517030;146200;CENTRO OESTE;SE
11020164;2195;ATIVO;PRIVATIVO;COMUM;JOSÉ GETÚLIO, R.;252;1509001;109924;CENTRO OESTE;SE
11020172;2279;ATIVO;PRIVATIVO;COMUM;CAMBUCI DO, LGO;109;1523010;39616;CENTRO OESTE;SE
11020199;2321;ATIVO;PRIVATIVO;COMUM;PIRES DA MOTA, R.;328;1529000;163694;CENTRO OESTE;SE
11020202;2341;ATIVO;PRIVATIVO;COMUM;BUENO DE ANDRADE, R.;769;1526000;36994;CENTRO OESTE;SE
11020229;2458;ATIVO;PRIVATIVO;COMUM;PIRAPITINGUI, R.;37;3042001;163589;CENTRO OESTE;SE
11020237;2467;ATIVO;PRIVATIVO;COMUM;FURTADO CONS., R.;925;1510001;80292;CENTRO OESTE;SE
11020245;2500;ATIVO;PRIVATIVO;COMUM;SÃO JOAQUIM, R.;589;1508001;105120;CENTRO OESTE;SE
11020253;850;ATIVO;PRIVATIVO;COMUM;TAMANDARÉ, R.;897;1525001;186180;CENTRO OESTE;SE
11020261;296;ATIVO;PRIVATIVO;COMUM;ANTONIO PRUDENTE PROFº, R.;211;1509010;18457;CENTRO OESTE;SE
11020270;2574;EXTINTO;PRIVATIVO;COMUM;TAPES DOS, R.;56;1527050;186856;CENTRO OESTE;SE
11020288;755;ATIVO;PRIVATIVO;COMUM;NOSSA SENHORA DA CONCEIÇÃO, LGO;21;1528060;146897;CENTRO OESTE;SE
11020296;859;ATIVO;PRIVATIVO;COMUM;OTAVIO GOMES TTE, R.;251;1526010;152013;CENTRO OESTE;SE
11020300;2662;ATIVO;PRIVATIVO;COMUM;ACLIMAÇÃO DA , AV.;51;1531001;1201;CENTRO OESTE;SE
11020326;1306;ATIVO;PRIVATIVO;COMUM;AZEVEDO TTE, R.;104;1528020;26603;CENTRO OESTE;SE
11020334;2738;ATIVO;PRIVATIVO;COMUM;SILVEIRA DA MOTA, R;161;1521010;182087;CENTRO OESTE;SE
11020342;2741;ATIVO;PRIVATIVO;COMUM;SÃO JOAQUIM, R.;105;1508000;105120;CENTRO OESTE;SE
11020385;1373;ATIVO;PRIVATIVO;COMUM;SATURNO , R.;172;1531030;178730;CENTRO OESTE;SE
11020415;882;ATIVO;PRIVATIVO;COMUM;TAMANDARÉ, R.;514;1525000;186180;CENTRO OESTE;SE
11020423;1975;ATIVO;PRIVATIVO;COMUM;GLÓRIA DA, R.;687;1510000;80292;CENTRO OESTE;SE
11025018;;ATIVO;LIVRE;COMUM RADIO;JUNQUEIRA FREIRE, R.;336;1507020;113743;SUL;SE
11025026;;ATIVO;LIVRE;COMUM RADIO;PIRAPITINGUI, R;111;1508020;163473;SUL;SE
11025034;;ATIVO;LIVRE;COMUM RADIO;FAGUNDES, R.;23;1508030;68802;SUL;SE
11040017;1434;ATIVO;PRIVATIVO;COMUM;MUNIZ DE SOUZA, R.;674;1534000;143170;CENTRO OESTE;SE
11040041;1648;ATIVO;PRIVATIVO;COMUM;ARMANDO FERRENTINI, AV.;649;4103030;114111;SUL;VILA MARIANA
11040050;1589;ATIVO;PRIVATIVO;COMUM;ANTONIO TAVARES, R.;275;1542010;18775;CENTRO OESTE;SE
11040068;1153;ATIVO;PRIVATIVO;COMUM;CASTRO ALVES, R.;673;1532001;45683;CENTRO OESTE;SE
11040076;1572;ATIVO;PRIVATIVO;COMUM;CAMBUCI DO, LGO;54;1523010;39616;CENTRO OESTE;SE
11040084;2139;ATIVO;PRIVATIVO;COMUM;LACERDA FRANCO, AV.;351;1536000;115150;CENTRO OESTE;SE
