LOCAL_PONTO;NRO_PONTO;SITUACAO;TIPO;CATEGORIA;ENDEREÇO;NRO;CEP;CODLOG;REGIAO;SUBPREFEITURA
11040092;1615;ATIVO;PRIVATIVO;COMUM;APENINOS, R.;280;1533000;19348;CENTRO OESTE;SE
11040106;378;ATIVO;PRIVATIVO;COMUM;CLAUDIO ROSSI, R.;701;1547000;50601;SUL;VILA MARIANA
11040114;312;ATIVO;PRIVATIVO;COMUM;PAULA NEY, R.;629;4107022;156272;SUL;VILA MARIANA
11040122;965;ATIVO;PRIVATIVO;COMUM;AGATA, R.;84;1530070;3077;CENTRO OESTE;SE
11040130;1707;ATIVO;PRIVATIVO;COMUM;MARIANO PROCÓPIO, R.;52;1548020;133833;SUL;VILA MARIANA
11040157;926;ATIVO;PRIVATIVO;COMUM;ANA NERI DONA, R.;240;3106010;11967;CENTRO OESTE;SE
11040165;1756;ATIVO;PRIVATIVO;COMUM;PARAÍSO DO, R.;490;4103000;154458;SUL;VILA MARIANA
11040173;1758;ATIVO;PRIVATIVO;COMUM;EDUARDO AMARO DR, R. (ANT. R. TUPINAMBA);98;4104080;192449;SUL;VILA MARIANA
11040203;1242;ATIVO;PRIVATIVO;COMUM;VERGUEIRO, R.;700;1504000;195839;CENTRO OESTE;SE
11040220;2302;ATIVO;PRIVATIVO;COMUM;LINS DE VASCONCELOS, AV.;1156;1538000;119229;CENTRO OESTE;SE
11040238;1245;ATIVO;PRIVATIVO;COMUM;LINS DE VASCONCELOS, AV.;356;1538000;119229;CENTRO OESTE;SE
11040246;1938;ATIVO;PRIVATIVO;COMUM;PAULA NEY, R.;323;4107022;156272;SUL;VILA MARIANA
11040254;884;ATIVO;PRIVATIVO;COMUM;PAULO OROZIMBO, R.;424;1535000;157678;CENTRO OESTE;SE
11040270;853;ATIVO;PRIVATIVO;COMUM;VERGUEIRO, R.;1243;1504000;195839;SUL;VILA MARIANA
11040289;1973;ATIVO;PRIVATIVO;COMUM;VERGUEIRO, R.;727;1504001;195839;SUL;VILA MARIANA
11040297;2135;ATIVO;PRIVATIVO;COMUM;HEITOR PEIXOTO, R.;370;1543000;86142;CENTRO OESTE;SE
11040300;2168;ATIVO;PRIVATIVO;COMUM;NICOLAU DE SOUZA QUEIROZ DR, R.;104;4105000;145769;SUL;VILA MARIANA
11040327;2240;ATIVO;PRIVATIVO;COMUM;GUIMARÃES PASSOS, R.;377;4107030;85120;SUL;VILA MARIANA
11040343;2243;ATIVO;PRIVATIVO;COMUM;LINS DE VASCONCELOS, AV.;804;1538000;119229;CENTRO OESTE;SE
11040351;2246;ATIVO;PRIVATIVO;COMUM;BASILIO DA CUNHA, R.;445;1544001;29467;CENTRO OESTE;SE
11040360;2393;ATIVO;PRIVATIVO;COMUM;CRUZ E SOUZA, R.;162;1532040;55611;CENTRO OESTE;SE
11040378;2394;ATIVO;PRIVATIVO;COMUM;CASTRO ALVES, R.;255;1532001;45683;CENTRO OESTE;SE
11040386;2395;ATIVO;PRIVATIVO;COMUM;JOSÉ DE QUEIROZ ARANHA DR, R.;27;4106060;109088;SUL;VILA MARIANA
11040394;944;ATIVO;PRIVATIVO;COMUM;TOPÁZIO, R.;810;4105003;145769;SUL;VILA MARIANA
11040432;2439;ATIVO;PRIVATIVO;COMUM;LINS DE VASCONCELOS, AV.;952;1538000;119229;CENTRO OESTE;SE
11040459;2523;ATIVO;PRIVATIVO;COMUM;MARACAI, R.;93;1534030;128465;CENTRO OESTE;SE
11040467;2547;ATIVO;PRIVATIVO;COMUM;CARLOS PETIT, R.;135;4110000;44008;SUL;VILA MARIANA
11040475;2569;ATIVO;PRIVATIVO;COMUM;LUIZ GOMES CARDIM SANGIRARDI ENGº, AV.;600;4112080;229571;SUL;VILA MARIANA
11040483;2576;ATIVO;PRIVATIVO;COMUM;FREIRE DA SILVA, R.;520;1523020;76333;CENTRO OESTE;SE
11040491;2590;ATIVO;PRIVATIVO;COMUM;BASILIO DA CUNHA, R.;925;1544001;29467;CENTRO OESTE;SE
11040505;2609;ATIVO;PRIVATIVO;COMUM;MARTINHO AUGUSTO RODRIGUES, R.;101;4535070;203084;OESTE;PINHEIROS
11040521;2694;ATIVO;PRIVATIVO;COMUM;ALBERTO LION, PÇA;10;1515000;148059;CENTRO OESTE;SE
11040530;2756;ATIVO;PRIVATIVO;COMUM;TOPÁZIO, R;388;4105060;190837;CENTRO OESTE;SE
11040548;2765;ATIVO;PRIVATIVO;COMUM;BALTAZAR LISBOA, R.;150;4110060;27626;SUL;VILA MARIANA
11040556;2832;ATIVO;PRIVATIVO;COMUM;MARIANO PROCÓPIO, R.;718;1548020;133833;SUL;IPIRANGA
11040564;2872;ATIVO;PRIVATIVO;COMUM;APENINOS, R.;1151;4104021;19348;SUL;VILA MARIANA
11040581;3008;ATIVO;PRIVATIVO;COMUM;GASPAR FERNANDES, R.;452;1549000;78034;SUL;IPIRANGA
11041073;2940;ATIVO;PRIVATIVO;COMUM;ITÚ, AL;1119;1421001;96423;OESTE;PINHEIROS
11041081;2941;EXTINTO;PRIVATIVO;COMUM;VIRGILIO DE CARVALHO PINTO, R.;150;5415020;197866;OESTE;PINHEIROS
11041090;2942;ATIVO;PRIVATIVO;COMUM;HADDOCK LOBO, R.;1120;1414003;85626;OESTE;PINHEIROS
11041103;2943;EXTINTO;PRIVATIVO;COMUM;BELA CINTRA, R.;2150;1415002;30341;OESTE;PINHEIROS
11041111;2944;ATIVO;PRIVATIVO;COMUM;OSCAR FREIRE, R.;206;1426000;151149;OESTE;PINHEIROS
11041138;2945;ATIVO;PRIVATIVO;COMUM;MELO ALVES,R;200;1417010;137952;OESTE;PINHEIROS
11041146;2946;ATIVO;PRIVATIVO;COMUM;BARÃO DE CAPANEMA,R;549;1411011;41602;OESTE;PINHEIROS
11041499;1729;ATIVO;PRIVATIVO;COMUM;SAFIRA, R.;61;1532010;175870;CENTRO OESTE;SE
11045019;;ATIVO;LIVRE;COMUM RADIO;NETO DE ARAÚJO DR, R.;34;4111000;145173;SUL;VILA MARIANA
11045027;;ATIVO;LIVRE;COMUM RADIO;LOUREIRO DA CRUZ, R.;414;1529020;120111;SUL;SE
11045035;;ATIVO;LIVRE;COMUM RADIO;FREDERICO VON MARTIUS, R.;84;1548010;76252;SUL;IPIRANGA
11045043;;ATIVO;LIVRE;COMUM RADIO;LINS DE VASCONCELOS, AV.;1730;1538001;119229;SUL;VILA MARIANA
11045051;;EXTINTO;LIVRE;COMUM RADIO;ARMANDO FERRENTINE, AV.;500;4103030;114111;SUL;VILA MARIANA
11060026;636;ATIVO;PRIVATIVO;COMUM;JURÉIA, R.;734;4140110;113972;SUL;VILA MARIANA
11060034;782;ATIVO;PRIVATIVO;COMUM;LINS DE VASCONCELOS, AV.;3500;1537000;119229;SUL;VILA MARIANA
11060042;1146;ATIVO;PRIVATIVO;COMUM;JOÃO LUIS VIVES, R.;150;4116080;240010;SUL;VILA MARIANA
11060069;1529;ATIVO;PRIVATIVO;COMUM;NAZARETH, AV.;20;4262000;144495;SUL;IPIRANGA
11060077;1534;ATIVO;PRIVATIVO;COMUM;TIRSO MARTINS,DR. R.;2023;4035000;60135;SUL;VILA MARIANA
11060093;798;ATIVO;PRIVATIVO;COMUM;SANTA CRUZ, R.;707;4122000;177555;SUL;VILA MARIANA
11060107;1441;ATIVO;PRIVATIVO;COMUM;MANUEL DE ANDRADE DOM, R.;62;4134040;126578;SUL;IPIRANGA
11060115;642;ATIVO;PRIVATIVO;COMUM;NAZARETH, AV.;1344;4263200;144495;SUL;IPIRANGA
11060131;1897;ATIVO;PRIVATIVO;COMUM;DOMINGOS DE MORAES, R.;2690;4036100;60135;SUL;VILA MARIANA
11060140;1980;ATIVO;PRIVATIVO;COMUM;BOTUCATU, R.;1000;4023062;35351;SUL;VILA MARIANA
11060158;906;ATIVO;PRIVATIVO;COMUM;SANTA CRUZ, R.;1290;4122000;177555;SUL;VILA MARIANA
11060166;;ATIVO;LIVRE;ESPECIAL;TURMALINA, AV.;339;1531020;192643;SUL;SE
11060174;2170;ATIVO;PRIVATIVO;COMUM;FABIO PRADO PREFº, AV.;355;4116000;68721;SUL;VILA MARIANA
11060182;1237;ATIVO;PRIVATIVO;COMUM;DOMINGOS DE MORAES, R. (EST. SANTA CRUZ);30;4010000;60135;SUL;VILA MARIANA
11060204;2238;ATIVO;PRIVATIVO;COMUM;SERAFIM ORLANDI PROFº, R.;186;4115090;180092;SUL;VILA MARIANA
11060212;2236;ATIVO;PRIVATIVO;COMUM;DOMINGOS DE MORAES, R.;2675;4035000;60135;SUL;VILA MARIANA
11060220;2261;ATIVO;PRIVATIVO;COMUM;JOEL JORGE MELLO, R .;468;4128080;106321;SUL;VILA MARIANA
11060239;2317;ATIVO;PRIVATIVO;COMUM;FABIO PRADO PROFº, AV.;655;4116000;68721;SUL;VILA MARIANA
11060247;2374;ATIVO;PRIVATIVO;COMUM;MACHADO BITENCOURT, R.;205;4044000;124516;SUL;VILA MARIANA
11060255;2383;ATIVO;PRIVATIVO;COMUM;CONDILLAC, R.;103;4116270;239968;SUL;VILA MARIANA
11060263;2400;ATIVO;PRIVATIVO;COMUM;TRÊS DE MAIO, R.;200;4044020;191280;SUL;VILA MARIANA
11060280;2464;EXTINTO;PRIVATIVO;COMUM;DOMINGOS DE MORAES, R.;2565;4035000;60135;SUL;VILA MARIANA
11060298;2498;ATIVO;PRIVATIVO;COMUM;SANTA CRUZ, R.;159;4121000;177555;SUL;VILA MARIANA
11060301;2527;ATIVO;PRIVATIVO;COMUM;OLINDA MARQUÊS DE, R.;598;4277000;149560;SUL;IPIRANGA
11060310;2541;ATIVO;PRIVATIVO;COMUM;LORENZO VALLA, R.;28;4116220;240001;SUL;VILA MARIANA
11060328;2526;ATIVO;PRIVATIVO;COMUM;RODRIGO VIEIRA, R.;498;4115060;172944;SUL;VILA MARIANA
11060336;2605;ATIVO;PRIVATIVO;COMUM;BOM PASTOR, R.;2112;4203002;34541;SUL;IPIRANGA
11060352;2757;ATIVO;PRIVATIVO;COMUM;VERGUEIRO, R;261;1504001;195839;SUL;VILA MARIANA
11060360;2759;ATIVO;PRIVATIVO;COMUM;JOSÉ COCCIUFFO, R;150;4121120;108510;SUL;IPIRANGA
11060379;783;ATIVO;PRIVATIVO;COMUM;SANTA CRUZ, R.;398;4122000;177555;SUL;VILA MARIANA
11060387;2789;ATIVO;PRIVATIVO;COMUM;CAROLINA RIBEIRO PROFª ,R.;30;4116020;414000;SUL;VILA MARIANA
11060409;351;ATIVO;PRIVATIVO;COMUM;PAULO BREGARO, R.;238;4261000;157171;SUL;IPIRANGA
11060433;1223;ATIVO;PRIVATIVO;COMUM;MARIA BUCALEM HADDAD, R.;15;4125010;126322;SUL;IPIRANGA
11060450;2907;ATIVO;PRIVATIVO;COMUM;DOMINGO DE SOTO, R.;126;4116040;239810;SUL;VILA MARIANA
11060468;2933;ATIVO;PRIVATIVO;COMUM;GUILHERME WINTER, R. ENG.;50;4124100;85049;SUL;VILA MARIANA
11060573;2886;ATIVO;PRIVATIVO;COMUM;LEITE FERRAZ, R.;107;4117120;204196;SUL;VILA MARIANA
11060581;2979;EXTINTO;PRIVATIVO;COMUM;JESUINO ARRUDA, R.;806;4532082;100749;OESTE;PINHEIROS
11060582;2981;EXTINTO;PRIVATIVO;COMUM;FRANCISCO LEITÃO, R.;80;5414020;74730;OESTE;PINHEIROS
11060591;2997;ATIVO;PRIVATIVO;COMUM;HUET BACELAR, R.;407;4275000;88650;SUL;IPIRANGA
11060956;2977;EXTINTO;PRIVATIVO;COMUM;JOAQUIM FLORIANO, R.;533;4534002;105562;OESTE;PINHEIROS
11061015;2936;ATIVO;PRIVATIVO;COMUM;FRADIQUE COUTINHO, R;1100;5416001;73016;OESTE;PINHEIROS
11061023;2937;ATIVO;PRIVATIVO;COMUM;MOURATO COELHO, R.;950;5417001;142824;OESTE;PINHEIROS
11061031;2938;ATIVO;PRIVATIVO;COMUM;WIZARD, R;150;5434000;199664;SUL;PINHEIROS
11061066;2939;ATIVO;PRIVATIVO;COMUM;FIDALGA, R;100;5432000;71064;OESTE;PINHEIROS
11065036;;ATIVO;LIVRE;COMUM RADIO;MONTEIRO DOS SANTOS, PÇA;1;4117090;141917;SUL;VILA MARIANA
11065044;;ATIVO;LIVRE;COMUM RADIO;NAZARETH, AV;257;4263000;144495;SUL;IPIRANGA
11065052;;ATIVO;LIVRE;COMUM RADIO;AFONSO CELSO, R.;469;4119001;2631;SUL;VILA MARIANA
11080019;1102;ATIVO;PRIVATIVO;COMUM;CHAGAS SANTOS GAL, R.;314;4146050;48437;SUL;VILA MARIANA
11080027;569;ATIVO;PRIVATIVO;COMUM;FRANCISCO DIAS, R.;644;4148000;74225;SUL;IPIRANGA
11080035;1473;ATIVO;PRIVATIVO;COMUM;LEONOR KAUPPA, PÇA;227;4151100;431303;SUL;IPIRANGA
11080043;1530;ATIVO;PRIVATIVO;COMUM;BARRETO MUNIZ, R.;254;4312111;28835;SUL;IPIRANGA
11080051;1722;ATIVO;PRIVATIVO;COMUM;BOSQUE DA SAÚDE, AV.;1518;4142081;35238;SUL;IPIRANGA
11080086;488;ATIVO;PRIVATIVO;COMUM;ITABORAI, AV.;126;4135000;94242;SUL;VILA MARIANA
11080094;2030;ATIVO;PRIVATIVO;COMUM;AFONSO MARIANO FAGUNDES, R.;128;4054000;2518;SUL;VILA MARIANA
11080108;2026;ATIVO;PRIVATIVO;COMUM;BOSQUE DA SAÚDE, AV.;189;4142090;35238;SUL;VILA MARIANA
11080124;2120;ATIVO;PRIVATIVO;COMUM;CONSTANTINO BARRADAS, R.;140;4134110;52523;SUL;IPIRANGA
11080132;2140;ATIVO;PRIVATIVO;COMUM;CARNEIRO DA CUNHA, R.;400;4144001;44733;SUL;VILA MARIANA
11080159;838;ATIVO;PRIVATIVO;COMUM;SÃO SEBASTIÃO, R.;25;4144060;179078;SUL;VILA MARIANA
11080183;2483;EXTINTO;PRIVATIVO;COMUM;SALVADOR SIMÕES, R.;1269;4276000;176869;SUL;IPIRANGA
11080191;2558;ATIVO;PRIVATIVO;COMUM;MANOEL COELHO DA SILVA, R.;288;4137000;96199;SUL;IPIRANGA
11080213;2610;ATIVO;PRIVATIVO;COMUM;CARNEIRO DA CUNHA, R.;517;4144000;44733;SUL;VILA MARIANA
11080230;2620;ATIVO;PRIVATIVO;COMUM;BOSQUE DA SAÚDE, AV.;1530;4142082;35238;SUL;IPIRANGA
11080256;2735;ATIVO;PRIVATIVO;COMUM;RONDINHA, R.;226;4140010;173738;SUL;VILA MARIANA
11080264;2747;ATIVO;PRIVATIVO;COMUM;GUIRATINGA, R;896;4141001;85235;SUL;VILA MARIANA
11080272;2778;EXTINTO;PRIVATIVO;COMUM;JABAQUARA, AV.;550;4046000;97152;SUL;VILA MARIANA
11080280;2895;ATIVO;PRIVATIVO;COMUM;PIRAJÁ VISC. DE, R.;601;4277020;163325;SUL;IPIRANGA
11080299;2918;ATIVO;PRIVATIVO;COMUM;CACIQUE DOS, R.;45;4145000;38024;SUL;VILA MARIANA
11080310;547;ATIVO;PRIVATIVO;COMUM;SERRA MARTINS GAL, R.;54;4142010;180882;SUL;VILA MARIANA
11080320;2980;ATIVO;PRIVATIVO;COMUM;FERREIRA DE ARAUJO, R,.;500;5428001;70866;OESTE;PINHEIROS
11080329;2978;ATIVO;PRIVATIVO;COMUM;CAMPOS BICUDO, R.;190;4536010;40410;OESTE;PINHEIROS
11080337;2984;ATIVO;PRIVATIVO;COMUM;JULIO DINIZ, R.;85;4547090;113328;OESTE;PINHEIROS
11080345;2985;EXTINTO;PRIVATIVO;COMUM;GUEDES PORTILHO, R. CAP;75;4538030;84506;OESTE;PINHEIROS
11080354;3024;ATIVO;PRIVATIVO;COMUM;CHILON, R.;212;4552030;49018;OESTE;PINHEIROS
11081007;;ATIVO;LIVRE;COMUM;KENNEDY PRES., PÇA;40;3162040;114928;SUL;MOOCA
11085029;;ATIVO;LIVRE;COMUM RADIO;QUISISANA, R.;91;4149000;167690;SUL;IPIRANGA
11085037;;ATIVO;LIVRE;COMUM RADIO;DIVINÓPOLIS, R.;669;4158000;59595;SUL;IPIRANGA
11085045;;ATIVO;LIVRE;COMUM RADIO;MARCOS FERNANDES, R.;1;4149120;129666;SUL;IPIRANGA
11085053;;ATIVO;LIVRE;COMUM RADIO;BIOBEDAS,R.;250;4302010;33790;SUL;VILA MARIANA
11085061;;ATIVO;LIVRE;COMUM RADIO;FIAÇÃO DA SAÚDE, R.;128;4144020;71030;SUL;VILA MARIANA
11100052;1721;ATIVO;PRIVATIVO;COMUM;SIMÃO LOPES, R.;1150;4167001;182974;SUL;IPIRANGA
11100060;1875;ATIVO;PRIVATIVO;COMUM;JABAQUARA, AV.;2407;4045004;97152;SUL;VILA MARIANA
11100079;2502;ATIVO;PRIVATIVO;COMUM;FAGUNDES FILHO, R.;354;4304000;68837;SUL;VILA MARIANA
11100087;2680;ATIVO;PRIVATIVO;COMUM;FAGUNDES FILHO, AV.;942;4304001;68837;SUL;VILA MARIANA
11100095;2871;EXTINTO;PRIVATIVO;COMUM;APRÍGIO GONZAGA PROFº, R.;1032;4303001;19623;SUL;VILA MARIANA
11100100;2934;ATIVO;PRIVATIVO;COMUM;VITOR GODINHO, PÇA;150;4313020;198412;SUL;JABAQUARA
11100176;1236;ATIVO;PRIVATIVO;COMUM;ARMANDO DE ARRUDA PEREIRA ENGº, AV.;995;4308000;22357;SUL;JABAQUARA
11100214;1243;ATIVO;PRIVATIVO;COMUM;ARMANDO DE ARRUDA PEREIRA ENGº, AV.;16;4309010;22357;SUL;JABAQUARA
11100222;1244;ATIVO;PRIVATIVO;COMUM;JABAQUARA, AV.;2450;4046400;97152;SUL;VILA MARIANA
11100346;888;ATIVO;PRIVATIVO;COMUM;CURSINO DO, AV.;2500;4132000;56189;SUL;IPIRANGA
11100354;2988;ATIVO;PRIVATIVO;COMUM;QUINTANA, R.;1050;4569011;167401;OESTE;PINHEIROS
11120029;1544;ATIVO;PRIVATIVO;COMUM;ANGELO BERTINI, R.;140;4195090;377112;SUL;IPIRANGA
11120037;849;ATIVO;PRIVATIVO;COMUM;NELSON FERNANDES, R.;75;4309011;22357;SUL;JABAQUARA
11120134;;ATIVO;LIVRE;COMUM;MIGUEL ESTÉFANO, AV.;1407;4301000;139157;SUL;IPIRANGA
11581000;;ATIVO;LIVRE;COMUM;POVOADO DO RIO NOVO, R.;26;2956020;274780;OESTE;PIRITUBA
12020044;1603;EXTINTO;PRIVATIVO;COMUM;SÃO JOAQUIM CONDESSA DE, R.;238;1320000;178136;CENTRO OESTE;SE
12020052;1812;ATIVO;PRIVATIVO;COMUM;BOMBEIROS DOS, R.;120;4001100;34606;SUL;VILA MARIANA
12020060;1134;ATIVO;PRIVATIVO;COMUM;PEDROSO, R.;448;1322010;160105;CENTRO OESTE;SE
12020079;772;ATIVO;PRIVATIVO;COMUM;MARTINIANO DE CARVALHO, R.;741;1321001;136190;CENTRO OESTE;SE
12020087;1937;ATIVO;PRIVATIVO;COMUM;HUMAITA, R.;43;1321010;88714;CENTRO OESTE;SE
12020095;2002;ATIVO;PRIVATIVO;COMUM;VERGUEIRO, R.;901;1504001;195839;CENTRO OESTE;SE
12020109;311;ATIVO;PRIVATIVO;COMUM;SEBASTIÃO SOARES DE FARIA PROFº, R.;23;1317010;179655;CENTRO OESTE;SE
12020117;2113;ATIVO;PRIVATIVO;COMUM;JACEGUAI, R.;107;1315010;97632;CENTRO OESTE;SE
12020125;2197;ATIVO;PRIVATIVO;COMUM;CARDIM MAESTRO, R.;407;1323000;42447;CENTRO OESTE;SE
12020133;2344;ATIVO;PRIVATIVO;COMUM;ARTUR PRADO, R.;558;1322000;23680;CENTRO OESTE;SE
12020141;2530;ATIVO;PRIVATIVO;COMUM;PEDROSO, R.;295;1322010;160105;CENTRO OESTE;SE
12020150;2743;ATIVO;PRIVATIVO;COMUM;MARTINIANO DE CARVALHO, R.;851;1321001;136190;CENTRO OESTE;SE
12020184;240;ATIVO;PRIVATIVO;COMUM;SÃO JOAQUIM CONDESSA DE, R.;312;1320000;178136;CENTRO OESTE;SE
12020192;1216;ATIVO;PRIVATIVO;COMUM;IJUÍ BARÃO DE, R.;456;1502010;112887;CENTRO OESTE;SE
12020435;1372;ATIVO;PRIVATIVO;COMUM;MARIA JOSÉ, R.;521;1324010;132713;CENTRO OESTE;SE
12025011;;ATIVO;LIVRE;COMUM RADIO;HONDURAS, R.;175;1428000;88153;SUL;PINHEIROS
12025020;;ATIVO;LIVRE;COMUM RADIO;MARTINIANO DE CARVALHO, R.;182;1321000;136190;SUL;SE
12025047;;ATIVO;LIVRE;COMUM RADIO;CASTRO ALVES, R.;203;1532000;45683;CENTRO OESTE;SE
12025055;;ATIVO;LIVRE;COMUM RADIO;ANTONIO PRUDENTE, PROF.;254;1509010;18457;CENTRO OESTE;SE
12040037;1567;ATIVO;PRIVATIVO;COMUM;MARTINIANO DE CARVALHO, R.;47;1321000;136190;CENTRO OESTE;SE
12040045;1539;ATIVO;PRIVATIVO;COMUM;ELISEU GUILHERME DESEMBARGADOR, R.;123;4004030;63568;SUL;VILA MARIANA
12040053;1588;ATIVO;PRIVATIVO;COMUM;FAUSTO FERRAZ, R. DR.;31;1333030;69191;CENTRO OESTE;SE
12040061;1626;ATIVO;PRIVATIVO;COMUM;CUBATÃO, R.;1148;4013004;55700;SUL;VILA MARIANA
12040070;230;ATIVO;PRIVATIVO;COMUM;TEIXEIRA DA SILVA, R.;65;4002030;187704;CENTRO OESTE;SE
12040088;1620;ATIVO;PRIVATIVO;COMUM;MANOEL DA NOBREGA, R.;79;4001000;126519;SUL;VILA MARIANA
12040096;828;ATIVO;PRIVATIVO;COMUM;CARDIM MAESTRO, R.;769;1323000;42447;CENTRO OESTE;SE
12040100;964;ATIVO;PRIVATIVO;COMUM;JOSÉ ANTONIO COELHO, R.;345;4011060;107735;SUL;VILA MARIANA
12040118;1679;ATIVO;PRIVATIVO;COMUM;SANTOS, AL.;180;1418000;177911;SUL;VILA MARIANA
12040126;1680;ATIVO;PRIVATIVO;COMUM;PELOTAS, R.;71;4012000;160377;SUL;VILA MARIANA
12040134;1736;ATIVO;PRIVATIVO;COMUM;TREZE DE MAIO, R.;1359;1327001;191540;CENTRO OESTE;SE
12040142;1677;ATIVO;PRIVATIVO;COMUM;MARIO AMARAL, R.;35;4002020;134465;SUL;VILA MARIANA
12040150;1784;ATIVO;PRIVATIVO;COMUM;MARIA FIGUEIREDO, R.;283;4002001;132489;SUL;VILA MARIANA
12040169;1904;ATIVO;PRIVATIVO;COMUM;DOMINGOS DE MORAIS, R.;850;4010100;60135;SUL;VILA MARIANA
12040177;1212;ATIVO;PRIVATIVO;COMUM;DOMINGOS DE MORAES, R.;716;4010100;60135;SUL;VILA MARIANA
12040185;941;ATIVO;PRIVATIVO;COMUM;HUMBERTO I, R.;1015;4018033;88838;SUL;VILA MARIANA
12040193;1816;ATIVO;PRIVATIVO;COMUM;DOMINGOS DE MORAES, R.;316;4010100;60135;SUL;VILA MARIANA
12040207;869;ATIVO;PRIVATIVO;COMUM;JOSE ANTONIO COELHO, R.;761;4011062;107735;SUL;VILA MARIANA
12040223;1852;ATIVO;PRIVATIVO;COMUM;SANTOS, AL.;189;1419001;177911;SUL;VILA MARIANA
12040231;1232;ATIVO;PRIVATIVO;COMUM;GREGÓRIO RAMALHO, R.;179;8210430;82147;LESTE;ITAQUERA
12040240;1867;ATIVO;PRIVATIVO;COMUM;ABILIO SOARES, R.;476;4005002;574;SUL;VILA MARIANA
12040258;1868;ATIVO;PRIVATIVO;COMUM;TEIXEIRA SILVA, R.;647;4002033;187704;SUL;VILA MARIANA
12040266;1204;ATIVO;PRIVATIVO;COMUM;ABILIO SOARES, R.;609;4005002;574;SUL;VILA MARIANA
12040274;1903;ATIVO;PRIVATIVO;COMUM;TEIXEIRA DA SILVA, R.;251;4002030;187704;SUL;VILA MARIANA
12040282;289;ATIVO;PRIVATIVO;COMUM;CARLOS STEINEN, R.;200;4004010;44202;SUL;VILA MARIANA
12040290;931;ATIVO;PRIVATIVO;COMUM;AZEVEDO MACEDO, R.;92;4013060;26697;SUL;VILA MARIANA
12040304;;ATIVO;LIVRE;ESPECIAL;AMADEU AMARAL, PÇA;1;1327010;9458;SUL;SE
12040312;498;ATIVO;PRIVATIVO;COMUM;FRANCA PINTO, R.;682;4016033;73180;SUL;VILA MARIANA
12040320;310;ATIVO;PRIVATIVO;COMUM;VINTE E TRES DE  MAIO,AV (ACESSO TUTOIA);2;4007070;68373;SUL;VILA MARIANA
12040339;1891;ATIVO;PRIVATIVO;COMUM;BAGÉ, R.;230;4012140;27138;SUL;VILA MARIANA
12040347;818;ATIVO;PRIVATIVO;COMUM;SANTA ERNESTINA, R.;61;1323040;65560;CENTRO OESTE;SE
12040348;2999;EXTINTO;PRIVATIVO;COMUM;MARIA FIGUEIREDO, R.;190;4002001;132489;SUL;VILA MARIANA
12040355;2007;ATIVO;PRIVATIVO;COMUM;AFONSO FREITAS, R.;125;4006050;2712;SUL;VILA MARIANA
12040363;1997;ATIVO;PRIVATIVO;COMUM;MARIA FIGUEIREDO, R.;426;4002003;132489;SUL;VILA MARIANA
12040371;866;ATIVO;PRIVATIVO;COMUM;ESTELA, R.;189;4011080;23493;SUL;VILA MARIANA
12040380;2080;ATIVO;PRIVATIVO;COMUM;ABILIO SOARES, R.;1039;4005001;574;SUL;VILA MARIANA
12040398;1361;ATIVO;PRIVATIVO;COMUM;ASTOLFO ARAUJO DR, R.;168;4012070;56154;SUL;VILA MARIANA
12040401;2108;ATIVO;PRIVATIVO;COMUM;TREZE DE MAIO, R.;518;1327000;191540;CENTRO OESTE;SE
