LOCAL_PONTO;NRO_PONTO;SITUACAO;TIPO;CATEGORIA;ENDEREÇO;NRO;CEP;CODLOG;REGIAO;SUBPREFEITURA
12040410;299;ATIVO;PRIVATIVO;COMUM;PELOTAS, R.;550;4012002;160377;SUL;VILA MARIANA
12040428;1369;ATIVO;PRIVATIVO;COMUM;TUTÓIA, R.;261;4007001;192716;SUL;VILA MARIANA
12040436;2313;ATIVO;PRIVATIVO;COMUM;TUTÓIA, R.;1012;4007005;192716;SUL;VILA MARIANA
12040444;1382;ATIVO;PRIVATIVO;COMUM;MANOEL DA NOBREGA, R.;1280;4001004;126519;SUL;VILA MARIANA
12040452;919;ATIVO;PRIVATIVO;COMUM;OSCAR PORTO CEL, R.;471;4003002;151246;SUL;VILA MARIANA
12040460;780;ATIVO;PRIVATIVO;COMUM;JOÃO JULIÃO, R.;217;1323020;103420;SUL;SE
12040479;2167;ATIVO;PRIVATIVO;COMUM;LEONCIO CARVALHO, R.;108;4003010;117463;SUL;VILA MARIANA
12040487;2343;ATIVO;PRIVATIVO;COMUM;CARLOS STEINENN, R.;391;4004010;44202;SUL;VILA MARIANA
12040495;2416;ATIVO;PRIVATIVO;COMUM;TEIXEIRA DA SILVA, R.;487;4002032;187704;SUL;VILA MARIANA
12040509;2466;ATIVO;PRIVATIVO;COMUM;OSCAR PORTO CEL, R.;630;4003002;151246;SUL;VILA MARIANA
12040533;2473;ATIVO;PRIVATIVO;COMUM;EÇA DE QUEIROZ, R.;172;4011030;61581;SUL;VILA MARIANA
12040541;2477;ATIVO;PRIVATIVO;COMUM;CARAVELAS, R.;50;4012060;42439;SUL;VILA MARIANA
12040550;2491;ATIVO;PRIVATIVO;COMUM;SAMPAIO VIANA DR, R.;125;4013000;55700;SUL;VILA MARIANA
12040568;2553;ATIVO;PRIVATIVO;COMUM;CARDIM MAESTRO, R.;1137;1323001;42447;CENTRO OESTE;SE
12040576;1029;ATIVO;PRIVATIVO;LUXO;LEÔNCIO DE CARVALHO, R.;85;4003010;117463;SUL;VILA MARIANA
12040584;2643;ATIVO;PRIVATIVO;COMUM;SALTO, R.;70;4001130;176419;SUL;VILA MARIANA
12040592;2644;ATIVO;PRIVATIVO;COMUM;TUTOIA, R.;496;4007002;192716;SUL;VILA MARIANA
12040606;2646;ATIVO;PRIVATIVO;COMUM;HEITOR PEIXOTO, R.;230;1543000;86142;CENTRO OESTE;SE
12040614;2614;ATIVO;PRIVATIVO;COMUM;TOMAS CARVALHAL, R.;347;4006000;189111;SUL;VILA MARIANA
12040630;2817;ATIVO;PRIVATIVO;COMUM;ARTUR DE ALMEIDA, R;83;4011080;23493;SUL;VILA MARIANA
12040649;2773;ATIVO;PRIVATIVO;COMUM;MANOEL DA NÓBREGA, R.;220;4001000;126519;SUL;VILA MARIANA
12040665;2880;ATIVO;PRIVATIVO;COMUM;FRANÇA PINTO, R.;145;4016030;73180;SUL;VILA MARIANA
12040673;2908;ATIVO;PRIVATIVO;COMUM;CORREIA DIAS, R.;195;4104000;53767;SUL;VILA MARIANA
12040682;3034;ATIVO;PRIVATIVO;COMUM;EUSÉBIO DA SOLEDADE FREI, R.;60;4106030;68179;SUL;VILA MARIANA
12045012;;ATIVO;LIVRE;COMUM RADIO;ARTUR PRADO, R.;659;1322000;23680;SUL;SE
12045020;;ATIVO;LIVRE;COMUM RADIO;CURITIBA, R.;133;4005030;332810;SUL;VILA MARIANA
12045039;;ATIVO;LIVRE;COMUM RADIO;FAUSTO FERRAZ, R;150;1333030;69191;SUL;SE
12045047;;ATIVO;LIVRE;COMUM RADIO;SAMPAIO VIANA, R.;425;4004001;177091;SUL;VILA MARIANA
12045055;;ATIVO;LIVRE;COMUM RADIO;JOINVILLE, R;51;4008010;106399;SUL;VILA MARIANA
12045063;;ATIVO;LIVRE;COMUM RADIO;JOINVILLE, R.;515;4008011;106399;SUL;VILA MARIANA
12045071;;ATIVO;LIVRE;COMUM RADIO;SANTÍSSIMO SACRAMENTO, PÇA;15;4006030;226564;SUL;VILA MARIANA
12060038;1581;ATIVO;PRIVATIVO;COMUM;MORGADO DE MATEUS,  R.;259;4015050;142514;SUL;VILA MARIANA
12060062;1584;ATIVO;PRIVATIVO;COMUM;DANTE PAZZANESE DR, R.;500;4012180;211982;SUL;VILA MARIANA
12060070;1699;ATIVO;PRIVATIVO;COMUM;JOSE DE MAGALHÃES, R.;346;4026090;109002;SUL;VILA MARIANA
12060089;1848;ATIVO;PRIVATIVO;COMUM;RODRIGUES ALVES, R. CONSELHEIRO;677;4014012;173010;SUL;VILA MARIANA
12060097;1985;ATIVO;PRIVATIVO;COMUM;ARTUR ETZEL, R.;81;4001060;330620;SUL;VILA MARIANA
12060100;2262;ATIVO;PRIVATIVO;COMUM;LUIS GOES, R.;993;4043300;122424;SUL;VILA MARIANA
12060119;2370;ATIVO;PRIVATIVO;COMUM;JOSÉ MARIA WHITAKER, AV.;203;4057000;265012;SUL;VILA MARIANA
12060127;1156;ATIVO;PRIVATIVO;COMUM;PEDRO ALVARES CABRAL, AV.;201;4094050;106305;SUL;VILA MARIANA
12060151;2428;ATIVO;PRIVATIVO;COMUM;BELMIRO NASCIMENTO MARTINS PROFº, PÇA;2;4108120;310832;CENTRO OESTE;SE
12060160;2376;ATIVO;PRIVATIVO;COMUM;MARIO CARDIM DR, R.;266;4019000;134546;SUL;VILA MARIANA
12060178;2496;ATIVO;PRIVATIVO;COMUM;DIOGO DE FARIA, R.;73;4037000;59021;SUL;VILA MARIANA
12060186;2495;ATIVO;PRIVATIVO;COMUM;MARAGLIANO MAJOR, R.;287;4017030;128520;SUL;VILA MARIANA
12060194;2505;ATIVO;PRIVATIVO;COMUM;ALVARO ALVIM DR, R.;120;4018010;8737;SUL;VILA MARIANA
12060208;2557;ATIVO;PRIVATIVO;COMUM;CABRINI MADRE, R.;462;4020001;37613;SUL;VILA MARIANA
12060216;2568;ATIVO;PRIVATIVO;COMUM;PRIMEIRO DE JANEIRO, R.;449;4044060;166090;SUL;VILA MARIANA
12060224;2595;ATIVO;PRIVATIVO;COMUM;BACELAR DR., R;415;4026001;26921;SUL;VILA MARIANA
12060232;2658;ATIVO;PRIVATIVO;COMUM;JOAQUIM TÁVORA, R.;1195;4015002;106135;SUL;VILA MARIANA
12060240;1240;ATIVO;PRIVATIVO;COMUM;DOMINGOS DE MORAES, R.;1515;4010200;60135;SUL;VILA MARIANA
12060267;2698;ATIVO;PRIVATIVO;COMUM;MARSELHESA, R.;500;4020060;135801;SUL;VILA MARIANA
12060275;2726;ATIVO;PRIVATIVO;COMUM;ALICE DE CASTRO, R.;106;4015040;7501;SUL;VILA MARIANA
12060283;2790;ATIVO;PRIVATIVO;COMUM;LEANDRO DUPRÉ, R.;396;4025011;116750;SUL;VILA MARIANA
12060291;543;ATIVO;PRIVATIVO;COMUM;LILAZES DOS, R.;20;4024010;118559;SUL;VILA MARIANA
12060313;2824;EXTINTO;PRIVATIVO;COMUM;EMBAÚ, R.;239;4039060;64114;SUL;VILA MARIANA
12060322;3022;ATIVO;PRIVATIVO;COMUM;BACELAR DR., R.;937;4026002;26921;SUL;VILA MARIANA
12060356;908;ATIVO;PRIVATIVO;COMUM;NAPOLEAO DE BARROS. R.;1282;4024003;144070;SUL;VILA MARIANA
12060364;1318;ATIVO;PRIVATIVO;COMUM;DIOGO DE FARIA DR, R.;609;4037000;59021;SUL;VILA MARIANA
12060372;2986;EXTINTO;PRIVATIVO;COMUM;DIOGO DE FARIA, R. DR.;1189;4037004;59021;SUL;VILA MARIANA
12060381;2987;EXTINTO;PRIVATIVO;COMUM;JOSÉ FERREIRA PINTO, R;120;4022050;315184;SUL;VILA MARIANA
12065013;;ATIVO;LIVRE;COMUM RADIO;MANOEL DA NÓBREGA, R.;1699;4001084;126519;SUL;VILA MARIANA
12065022;;ATIVO;LIVRE;COMUM RADIO;JOSÉ FERREIRA PINTO, R.;160;4022050;315184;SUL;VILA MARIANA
12065030;;ATIVO;LIVRE;COMUM RADIO;DIOGO DE FARIA DR, R.;780;4037002;59021;SUL;VILA MARIANA
12065048;;ATIVO;LIVRE;COMUM RADIO;MACEDO CAP., R.;139;4021020;124303;SUL;VILA MARIANA
12065056;;ATIVO;LIVRE;COMUM RADIO;NEIDE APARECIDA SOLLITO DRª, R.;330;4022040;126055;SUL;VILA MARIANA
12065073;;ATIVO;LIVRE;COMUM RADIO;PEDRO DE TOLEDO, R.;900;4039002;159140;SUL;VILA MARIANA
12069010;2969;EXTINTO;PRIVATIVO;COMUM;JULIA, DONA R;180;4117020;112933;SUL;VILA MARIANA
12069028;2970;ATIVO;PRIVATIVO;COMUM;EDUARDO AMARO, R DR;50;4104080;192449;SUL;VILA MARIANA
12080012;87;ATIVO;PRIVATIVO;COMUM;CARNEIRO DA CUNHA, R.;109;4144000;44733;SUL;VILA MARIANA
12080021;3043;BLOQUEADO;PRIVATIVO;COMUM;JANDIRA, R.;229;4080000;98990;SUL;VILA MARIANA
12080047;713;ATIVO;PRIVATIVO;COMUM;SANTA RITA DE CASSIA, PÇA;1;4048010;171875;SUL;VILA MARIANA
12080055;1918;ATIVO;PRIVATIVO;COMUM;INDIANÓPOLIS, AV.;1367;4063005;91596;SUL;VILA MARIANA
12080063;914;ATIVO;PRIVATIVO;COMUM;INDIANÓPOLIS, AV.;430;4063006;91596;SUL;VILA MARIANA
12080080;1925;ATIVO;PRIVATIVO;COMUM;GUAINUMBIS DOS, AL.;27;4067002;82732;SUL;VILA MARIANA
12080098;2098;ATIVO;PRIVATIVO;COMUM;INDIANÓPOLIS, AV.;2218;4062002;91596;SUL;VILA MARIANA
12080101;2503;ATIVO;PRIVATIVO;COMUM;TUPINAS DOS, AL.;580;4069000;192490;SUL;VILA MARIANA
12080110;2710;ATIVO;PRIVATIVO;COMUM;GUAINUMBIS DOS, AL.;1473;4067003;82732;SUL;VILA MARIANA
12080209;1219;ATIVO;PRIVATIVO;COMUM;JABAQUARA, AV.;706;4046200;97152;SUL;VILA MARIANA
12080217;1222;ATIVO;PRIVATIVO;COMUM;URÂNIO, R.;1588;4046300;97152;SUL;VILA MARIANA
12080314;;ATIVO;LIVRE;ESPECIAL;SANTA RITA DE CÁSSIA, PÇA;1;4048010;171875;SUL;VILA MARIANA
12080403;1368;ATIVO;PRIVATIVO;COMUM;JABAQUARA, AV.;1477;4045002;97152;SUL;VILA MARIANA
12085014;;ATIVO;LIVRE;COMUM RADIO;ARATANS, AL.;1156;4081005;21083;SUL;VILA MARIANA
12085022;;EXTINTO;LIVRE;COMUM RADIO;GERVÁSIO PIRES FERREIRA, R.;19;4072050;79545;SUL;VILA MARIANA
12085030;;ATIVO;LIVRE;COMUM RADIO;GUATÁS DOS, AL;1640;4053043;84328;SUL;VILA MARIANA
12085049;;ATIVO;LIVRE;COMUM RADIO;NHANDU, AV.;1092;4059003;92002;SUL;VILA MARIANA
12100030;1452;ATIVO;PRIVATIVO;COMUM;ARMANDO DE ARRUDA PEREIRA ENGº, AV.;774;4308000;22357;SUL;JABAQUARA
12100056;809;ATIVO;PRIVATIVO;COMUM;BRÁS DE ARZÃO, R.;167;4625051;36285;SUL;SANTO AMARO
12100072;1786;EXTINTO;PRIVATIVO;COMUM;CAFÉ DO, AV;301;4311002;38415;SUL;JABAQUARA
12100110;2679;ATIVO;PRIVATIVO;COMUM;ÁTICA, R.;673;4634042;24724;SUL;SANTO AMARO
12100129;2746;ATIVO;PRIVATIVO;COMUM;JABAQUARA, AV.;2180;4046400;97152;SUL;VILA MARIANA
12100137;2781;ATIVO;PRIVATIVO;COMUM;JABAQUARA, AV.;2762;4046500;97152;SUL;VILA MARIANA
12100145;1164;ATIVO;PRIVATIVO;COMUM;PANTALEÃO TELES GAL, R.;383;4355040;153940;SUL;SANTO AMARO
12100226;606;ATIVO;PRIVATIVO;COMUM;AEROPORTO DE  CONGONHAS;4008;4662000;199311;SUL;SANTO AMARO
12100234;2931;ATIVO;PRIVATIVO;COMUM;CAFÉ, AV. DO;195;4311000;38415;SUL;JABAQUARA
12105015;;ATIVO;LIVRE;COMUM RADIO;ORLANDO MURGEL R.;642;4358090;150711;SUL;SANTO AMARO
12105023;;ATIVO;LIVRE;COMUM RADIO;WALDOMIRO DE LIMA GAL,  AV.;595;4344070;199079;SUL;JABAQUARA
12105031;;ATIVO;LIVRE;COMUM RADIO;GUARATUBA, R.;306;4310050;83933;SUL;JABAQUARA
12105058;;ATIVO;LIVRE;COMUM RADIO;ALFREDO EGYDIO DE SOUZA ARANHA, PCA.;155;4344030;432784;SUL;JABAQUARA
12105066;;ATIVO;LIVRE;COMUM RADIO;BANDEIRANTES,AV/ VD JABAQUARA-ACESSO;5900;4071001;191000;SUL;VILA MARIANA
12105074;;ATIVO;LIVRE;COMUM RADIO;WASHINGTON LUIS, AV.;4008;4662000;199311;;SANTO AMARO
12120022;856;ATIVO;PRIVATIVO;COMUM;JEQUITIBÁS DOS, R. - TERMINAL JABAQUARA;2;4321090;100412;SUL;JABAQUARA
12120030;1127;ATIVO;PRIVATIVO;COMUM;BENTO COELHO DA SILVEIRA, R.;14;4330080;354724;SUL;JABAQUARA
12120049;1470;ATIVO;PRIVATIVO;COMUM;CORIOLANO DURAND, R.;251;4375050;84590;SUL;JABAQUARA
12120057;972;ATIVO;PRIVATIVO;COMUM;DIEDERICHSEN, AV.;1111;4310001;58599;SUL;JABAQUARA
12120073;770;ATIVO;PRIVATIVO;COMUM;FRANCISCO DE PAULA QUINTANILHA RIBEIRO,R;25;4330020;325228;SUL;JABAQUARA
12120081;1874;ATIVO;PRIVATIVO;COMUM;INDIANÓPOLIS, AV.;3377;4063006;91596;SUL;VILA MARIANA
12120090;1793;ATIVO;PRIVATIVO;COMUM;PEROBAS DAS, R.;344;4321120;161411;SUL;JABAQUARA
12120103;1950;ATIVO;PRIVATIVO;COMUM;RODRIGUES ALVES CONS., AV.;464;4014001;173010;SUL;VILA MARIANA
12120111;640;ATIVO;PRIVATIVO;COMUM;CASSUARINAS DAS, R.;19;4321100;45829;SUL;JABAQUARA
12120120;1954;ATIVO;PRIVATIVO;COMUM;MASCOTE, AV.;664;4363000;211850;SUL;JABAQUARA
12120138;1162;ATIVO;PRIVATIVO;COMUM;SANTA CATARINA, AV.;2775;4378200;45969;SUL;JABAQUARA
12120146;2003;ATIVO;PRIVATIVO;COMUM;DAMASCENO VIEIRA, R.;364;4363040;67245;SUL;JABAQUARA
12120154;2275;ATIVO;PRIVATIVO;COMUM;MASCOTE, AV.;570;4363000;211850;SUL;JABAQUARA
12120162;2277;ATIVO;PRIVATIVO;COMUM;PALESTINA, R.;81;4362030;153346;SUL;JABAQUARA
12120170;2381;ATIVO;PRIVATIVO;COMUM;NAZARÉ REZEK FARAH, R.;350;4367050;215406;SUL;JABAQUARA
12120219;2592;ATIVO;PRIVATIVO;COMUM;MASCOTE, AV.;300;4363000;211850;SUL;JABAQUARA
12120332;933;ATIVO;PRIVATIVO;COMUM;JOÃO BARRETO DE MENEZES, AV.;815;4370000;35858;SUL;JABAQUARA
12125016;;ATIVO;LIVRE;COMUM RADIO;HÉLADE, R.;275;4634000;86525;SUL;SANTO AMARO
12125024;;ATIVO;LIVRE;COMUM RADIO;GUSTAVO DA SILVEIRA, R.;383;4376000;88161;SUL;JABAQUARA
12125032;;ATIVO;LIVRE;COMUM RADIO;GEORGE CORBISIER ENGº, AV.;1719;4345001;78824;SUL;JABAQUARA
12125040;;ATIVO;LIVRE;COMUM RADIO;PEROBAS DAS, R.;192;4321120;161411;SUL;JABAQUARA
12979007;;ATIVO;LIVRE;COMUM;JUVENTUS, R.;508;3124020;112658;LESTE;MOOCA
13079000;;ATIVO;LIVRE;COMUM;LUIZ PINTO, R.;462;3427000;122840;LESTE;ARICANDUVA
13080017;3035;ATIVO;PRIVATIVO;COMUM;ALCIDES BOSCOLO, R.;70;4294070;654574;SUL;IPIRANGA
13120077;1528;ATIVO;PRIVATIVO;COMUM;GENTIL LEITE MARTINS, R.;300;4648000;56081;SUL;CIDADE ADEMAR
13140019;1768;ATIVO;PRIVATIVO;COMUM;CONTENDAS, PÇA;84;4673170;52655;SUL;SANTO AMARO
13140027;1504;ATIVO;PRIVATIVO;COMUM;CUPECÊ, AV.;2100;4365000;56065;SUL;CIDADE ADEMAR
13140060;792;ATIVO;PRIVATIVO;COMUM;BENEDITO DE CASTRO  OLIVEIRA CEL, PÇA;1;4657030;204986;SUL;CIDADE ADEMAR
13140086;1463;ATIVO;PRIVATIVO;COMUM;BANDEIRA DE MELO DES., R.;287;4743000;87319;SUL;SANTO AMARO
13140094;1408;ATIVO;PRIVATIVO;COMUM;ALLYRIO HUGUENEY  DE MATTOS ENGº, R.;229;4660050;240680;SUL;SANTO AMARO
13140108;1671;ATIVO;PRIVATIVO;COMUM;SÓCRATES, R.;406;4671071;41211;SUL;SANTO AMARO
13140124;2186;ATIVO;PRIVATIVO;COMUM;JOAQUIM SEVERINO, R.;49;4652000;591157;SUL;CIDADE ADEMAR
13140140;1898;ATIVO;PRIVATIVO;COMUM;GERALDO SANT'ANA SGTº, AV.;240;4674000;79170;SUL;SANTO AMARO
13140167;1994;ATIVO;PRIVATIVO;COMUM;MOACIR SIMÕES DA ROCHA, R.;95;4674150;214906;SUL;SANTO AMARO
13140183;2250;ATIVO;PRIVATIVO;COMUM;SOCRATES, R.;853;4671072;41211;SUL;SANTO AMARO
13140205;2291;ATIVO;PRIVATIVO;COMUM;SILVA MELO DR, R.;106;4675010;214280;SUL;SANTO AMARO
13140213;2328;ATIVO;PRIVATIVO;COMUM;SÓCRATES, R.;161;4671070;41211;SUL;SANTO AMARO
13140221;2543;ATIVO;PRIVATIVO;COMUM;MANOEL ALONSO MEDINA, R.;514;4650031;19496;SUL;CIDADE ADEMAR
13140230;2891;ATIVO;PRIVATIVO;COMUM;SÓCRATES, R.;406;4671071;41211;SUL;SANTO AMARO
13145010;;ATIVO;LIVRE;COMUM RADIO;OLAVO BILAC, R.;157;4671050;149101;SUL;SANTO AMARO
13160010;1160;ATIVO;PRIVATIVO;COMUM;ANGELO CRISTIANINI, AV.;66;4424010;13919;SUL;CIDADE ADEMAR
13160028;1259;ATIVO;PRIVATIVO;COMUM;AFONSO ARAUJO, R.;2969;4447020;147435;SUL;SANTO AMARO
13160036;1505;ATIVO;PRIVATIVO;COMUM;SHOPPING INTERLAGOS;2200;4660002;92207;SUL;SANTO AMARO
13160052;1805;ATIVO;PRIVATIVO;COMUM;SHOPPING CARREFOUR INTERLAGOS;2200;4660002;92207;SUL;SANTO AMARO
13160060;1917;ATIVO;PRIVATIVO;COMUM;JOAQUIM NEVES MONTEIRO, R.;99;4456150;646270;SUL;SANTO AMARO
13160079;1974;ATIVO;PRIVATIVO;COMUM;HAIDÊE SILVA MARTINS PROFº, R.;150;4693030;85944;SUL;SANTO AMARO
13160095;2461;ATIVO;PRIVATIVO;COMUM;MANOEL PAULINO DAVID, R.;130;4455050;790109;SUL;SANTO AMARO
13165011;;ATIVO;LIVRE;COMUM RADIO;ACAPULCO, PÇA;1;4675230;173606;SUL;SANTO AMARO
13281003;;ATIVO;LIVRE;COMUM;DALILA, R.;176;3520000;56642;SUL;PENHA
13579002;;ATIVO;LIVRE;COMUM;SUD MENNUCCI, R.;277;4017080;185060;SUL;VILA MARIANA
14160048;1983;ATIVO;PRIVATIVO;COMUM;PTOLOMEU, R.;321;4762040;182117;SUL;SOCORRO
14160064;2147;ATIVO;PRIVATIVO;COMUM;AUGUSTO FERREIRA DE MORAIS, R.;110;4763000;25356;SUL;SOCORRO
14170371;3042;BLOQUEADO;PRIVATIVO;COMUM;COLANTONIO R;SN;5726080;666793;SUL;CAMPO LIMPO
14180014;2865;ATIVO;PRIVATIVO;COMUM;JOSÉ SALLES ENGº, R.;487;4776100;669970;SUL;SOCORRO
14185016;;ATIVO;LIVRE;COMUM RADIO;JOSÉ SALLES ENGº, R.;361;4776100;669970;SUL;SOCORRO
14185024;;ATIVO;LIVRE;COMUM RADIO;ADIB CHAMMAS DEP., R.;123;4773170;353450;SUL;SOCORRO
14185032;;ATIVO;LIVRE;COMUM RADIO;EUSÉBIO STEVAUX, ENGº,  AV.;823;4696000;68101;SUL;SANTO AMARO
14185040;;ATIVO;LIVRE;COMUM RADIO;JOSÉ CARLOS PACE, AV.;1;4786040;20311;SUL;SOCORRO
14200031;1305;ATIVO;PRIVATIVO;COMUM;PAULO DE BARROS  WHITAKER DR, R.;45;4807000;252026;SUL;SOCORRO
14200058;750;ATIVO;PRIVATIVO;COMUM;JOSÉ GARZOTTI PE, R.;96;4806000;109835;SUL;SOCORRO
14200066;1268;EXTINTO;PRIVATIVO;COMUM;LOURENÇO CABRERA, AV.;1000;4812010;120170;SUL;SOCORRO
14200090;817;BLOQUEADO;PRIVATIVO;COMUM;FREDERICO RÉNE DE JAEGHER, R.;21;4826010;464244;SUL;SOCORRO
14220067;2472;ATIVO;PRIVATIVO;COMUM;FRANCISCO OCTÁVIO PACCA, R.;180;4822030;250201;SUL;SOCORRO
14220121;1428;ATIVO;PRIVATIVO;COMUM;RODRIGUES VILARES, AV.;10;4828100;754560;SUL;SOCORRO
14240041;2334;ATIVO;PRIVATIVO;COMUM;SINFONIA ITALIANA, R.;54;4844610;437735;SUL;SOCORRO
14240114;971;ATIVO;PRIVATIVO;COMUM;JOSÉ BOEMER ROSCHEL, PÇA;21;4836010;441759;SUL;SOCORRO
14379007;;ATIVO;LIVRE;COMUM;CUIABÁ, R.;200;3183010;55743;;MOOCA
14979004;;ATIVO;LIVRE;COMUM;REYNALDO CAJADO ENGº, R.;625;3061030;169595;LESTE;MOOCA
15160017;1596;ATIVO;PRIVATIVO;COMUM;OCTALLES MARCONDES FERREIRA, AV.;176;4696000;68101;SUL;SANTO AMARO
15160025;1933;ATIVO;PRIVATIVO;COMUM;TAGUAPACA, R.;33;4691170;790010;SUL;SANTO AMARO
15180026;813;ATIVO;PRIVATIVO;COMUM;DOMINGOS AFONSO SERTÃO, R.;165;4914000;59897;SUL;M'BOI MIRIM
15180034;2333;ATIVO;PRIVATIVO;COMUM;PEDRO DURANTE, R.;2;5830330;622630;SUL;M'BOI MIRIM
15982009;;ATIVO;LIVRE;COMUM;PEIXOTO WERNECK, R.;99;3568060;160296;LESTE;PENHA
16140010;1512;ATIVO;PRIVATIVO;COMUM;CARLOS KLEIN, R.;82;4766020;43761;SUL;SOCORRO
16140028;1639;ATIVO;PRIVATIVO;COMUM;OLIVIA GUEDES  PENTEADO, R.;58;4766001;127515;SUL;SOCORRO
16160010;947;ATIVO;PRIVATIVO;COMUM;MARIA COELHO AGUIAR, AV.;215;5805000;133574;SUL;M'BOI MIRIM
16160037;1241;ATIVO;PRIVATIVO;COMUM;TEREZA MOUCO DE OLIVEIRA, R.;244;5846420;192996;SUL;M'BOI MIRIM
16160045;901;ATIVO;PRIVATIVO;COMUM;OCTACILIO DE CARVALHO LOPES, R.;433;5844180;219339;SUL;M'BOI MIRIM
16160053;;ATIVO;LIVRE;COMUM;JOÃO FERNANDES CAMISA NOVA JR., R.;581;5844000;210846;SUL;M'BOI MIRIM
16180020;1397;ATIVO;PRIVATIVO;COMUM;MONFORTE DE LEMOS, R.;697;5783170;763411;SUL;CAMPO LIMPO
16180046;759;ATIVO;PRIVATIVO;COMUM;CAMPO LIMPO DO, ESTR.;327;5781310;633496;SUL;CAMPO LIMPO
16180054;2469;ATIVO;PRIVATIVO;COMUM;PAULINO VITAL DE MORAES, R.;270;5855000;60909;SUL;CAMPO LIMPO
16180070;;ATIVO;LIVRE;COMUM;ITAPECERICA DA, ESTR.;3228;5835004;95290;SUL;CAMPO LIMPO
16479009;;ATIVO;LIVRE;COMUM;MANIFESTO DO, R.;394;4209000;126110;SUL;IPIRANGA
16679008;;ATIVO;LIVRE;COMUM;NAZARE, AV.;28;4262000;144495;OESTE;IPIRANGA
16882008;;ATIVO;LIVRE;COMUM;LUPICÍNIO RODRIGUES, R.;59;5788340;434;SUL;CAMPO LIMPO
16982002;;ATIVO;LIVRE;COMUM;SALGUEIRO DO CAMPO, R.;469;5814210;737224;SUL;M'BOI MIRIM
17020026;1113;ATIVO;PRIVATIVO;COMUM;SILVIA, R;276;1331010;182320;CENTRO OESTE;SE
17020034;1893;ATIVO;PRIVATIVO;COMUM;PLINIO BARRETO DR, R.;249;1313020;164291;CENTRO OESTE;SE
17020042;1872;ATIVO;PRIVATIVO;COMUM;ROCHA, R.;217;1330000;172375;CENTRO OESTE;SE
17020050;1583;ATIVO;PRIVATIVO;COMUM;LOURENÇO GRANATO DR, R.;40;1330040;89877;CENTRO OESTE;SE
17020069;1717;ATIVO;PRIVATIVO;COMUM;INGLESES DOS, R.;308;1329000;91910;CENTRO OESTE;SE
17020085;927;ATIVO;PRIVATIVO;COMUM;CARRÃO  CONS., R.;210;1325001;168491;CENTRO OESTE;SE
17020115;2571;ATIVO;PRIVATIVO;COMUM;RUI BARBOSA, R.;717;1326010;175170;CENTRO OESTE;SE
17020123;2659;ATIVO;PRIVATIVO;COMUM;PAMPLONA, R.;83;1405000;153729;CENTRO OESTE;SE
17020417;1263;ATIVO;PRIVATIVO;COMUM;SANTO ANTONIO, R.;942;1314001;15210;CENTRO OESTE;SE
17020760;1344;ATIVO;PRIVATIVO;COMUM;SILVIA, R.;77;1332000;95460;CENTRO OESTE;SE
17020786;873;ATIVO;PRIVATIVO;COMUM;FRANCESES DOS, R.;140;1329010;73210;CENTRO OESTE;SE
17025028;;ATIVO;LIVRE;COMUM RADIO;JOÃO PASSALAQUA, R.;170;1326020;104078;SUL;SE
17025036;;ATIVO;LIVRE;COMUM RADIO;INGLESES DOS, R.;485;1329000;91910;SUL;SE
17025044;;ATIVO;LIVRE;COMUM RADIO;LUIS BARRETO DR,  R.;145;1328020;121789;SUL;SE
17025052;;ATIVO;LIVRE;COMUM RADIO;RUI BARBOSA , R.;243;1326010;175170;SUL;SE
17025060;;ATIVO;LIVRE;COMUM RADIO;FRANCESES DOS, R.;146;1329010;73210;SUL;SE
17040027;1122;ATIVO;PRIVATIVO;COMUM;FRANCA, AL.;176;1422000;73067;OESTE;PINHEIROS
