numenc;solicitacao
4310169112;0025124280873
4310169112;0025077241102
4310169112;0025089200880
4310196128;0025093131260
4310204112;             
4310207111;9625008321105
4310207111;0423000321196
4310208118;0423000321196
4310208118;9625008321105
4310209114;9625008321105
4310209114;0423000321196
4310209114;0025160680851
4310225128;9625004981135
4310242120;             
4310253121;0025110031205
4310287123;9625001361225
4310337112;             
4310368123;             
4310399118;0025063961108
4310422110;0025201840947
4310422110;0025146941163
4310445110;0025023991146
4310445110;9631004581159
4310445110;0025183140918
4310445110;0025084901139
4310447112;0025003281127
4410049119;             
4410051113;             
4410055062;0000047620536
4410055062;0000043020526
4410077074;             
4410131095;0026003560965
4410136097;             
4410137123;0425000461216
4410146050;0000021570558
4410184040;0009002630409
4410184040;0025025760672
4410195123;             
4410207121;             
4410210122;             
4410212109;0025126581048
4410212125;0023094561282
4410212125;0023048091201
4410241109;0025219461093
4510034105;             
4510036094;             
4510038097;             
4510040091;             
4510050070;             
4510077092;0025041580764
4510077092;0025048750967
4610006138;             
4610018136;             
4610025132;             
4610032120;0025086521139
4610032120;9631000361219
4610034123;9631000461272
4610034123;0025146761181
4610056100;0025051341118
4610056100;0025042620867
4610056100;0025164781350
4610059096;0025018770986
4610064111;0025127500947
4610072114;0025051541125
4610089122;0025077321211
4610099098;             
4610111098;0025137980828
4610111101;0025053540738
4610113090;0025028911167
4610113090;0425000540949
4610114127;0025133271105
4610114127;0025240481014
4610117100;0025071600984
4610117100;0025101140854
4610121115;             
4610138107;0025186791030
4610141124;             
4610143100;             
4610144123;0025093951143
4610147106;0025194800922
4610151111;             
4610168081;0025106080612
4610170124;0025163671209
4610189089;0025082600883
4910002073;0028016420611
4910005080;0025113290775
4910006060;0025031820622
4910006060;0025009200897
4910007105;0025159400999
4910007105;0025106630973
4910007105;0025119701203
4910007105;0025149180813
4910007105;0028007011020
4910017089;0031003321132
4910017089;0428001410650
4910017089;0025102540651
4910017089;0025093910625
4910019057;0000016160487
4910022058;             
4910022082;0420016840500
4910023054;             
4910025081;0428000200806
4910026088;0428000180856
4910026088;0025174760801
4910028080;0428000270847
4910032088;0428000050804
4910033106;             
4910036083;0025119610755
4910036083;0025000690875
4910036105;0832000121058
4910040102;0025117161007
4910040102;0025110951223
4910040102;0025016981009
4910040102;0025022261047
4910040102;0025022371063
4910040102;0025041261073
4910040102;0025036541004
4910040102;0025004351056
4910040102;0025234131082
4910040102;0025234601062
4910040102;0025167681250
4910040102;0025221691068
4910040102;0025104881120
4910041079;0025002350761
4910052100;0025001160772
4910052100;0025100581261
4910052100;0025121140663
4910052100;0025137731011
4910056050;0002000460550
4910056050;0002002790337
4910058079;0025000750797
4910058079;0025108501054
4910059059;0000075130467
4910059059;0025104571015
4910060073;             
4910067094;             
4910071091;0028007011020
4910071091;0028000620969
4910071091;0025028110903
4910071091;0025046921101
4910071091;0025104941041
4910073086;             
4910075100;0025080691083
4910076077;0425000570775
4910078100;0025147740986
4910078100;0025144781118
4910078100;0025065670623
4910079106;0025176390947
4910079106;0025059961050
4910080066;0428000960606
4910081070;0428000310733
4910081070;0025011750939
4910081070;0000072930462
4910084096;0025003600915
4910084096;0025075980935
4910084096;0025190601070
4910084096;0025027891090
4910086064;0025024360603
4910086064;0025102690971
4910086064;0025087800813
4910095055;0025087330752
4910095055;0000007630557
4910095055;0025020210909
4910095055;0025047840741
4910095055;0028020010783
4910100075;0025048331212
4910100075;0025045560717
4910100075;0025106980958
4910100075;0025055491254
4910100075;0025098530901
4910100075;0025156951080
4910100075;0025161860969
4910101055;0420026900379
4910101098;0025109351005
4910101098;0025048781250
4910101098;0025139361084
4910101098;0025152221029
4910101098;0025155540753
4910101098;0025087720976
4910101098;0025064981170
4910102060;0025048440690
4910106057;0025237321060
4910106057;0009023820479
4910106057;0025015971093
4910106057;0025085061177
4910106057;0025094080626
4910106057;0025092871090
4910106057;0025068471036
4910106057;0025157130927
4910106057;0025194110900
4910106057;0025170841068
4910106057;0025138411150
4910106057;0025115831196
4910106057;0025028061198
4910106057;0025033631215
4910106057;0025033831222
4910106057;0428000630991
4910107096;9625027681260
4910107096;0025108330900
4910107096;0025133141074
4910107096;0025134670941
4910107096;0025129530924
4910107096;0028013931186
4910107096;0028001770980
4910107096;0028000600933
4910107096;0028000041349
4910107096;0025163930913
4910107096;0025202150979
4910107096;0025101011027
4910107096;0025068941288
4910107096;0025078501167
4910107096;0025015471104
4910107096;0023047720809
4910107096;0025235801014
4910108050;             
4910109056;             
4910109072;0428000730783
4910110062;0025079960726
4910110062;0428001270620
4910110062;0028000290802
4910110062;0028000831072
4910110062;0028001111006
4910110062;0028012331290
4910110062;0028009201144
4910110062;0025138410936
4910110062;0025123151182
4910112057;             
4910112065;             
4910112073;0025066630706
4910112073;0025097450939
4910113053;             
4910114050;             
4910114076;0428001280773
4910115056;             
4910116052;             
4910117075;             
4910118055;             
4910118071;             
4910120050;0028018771233
4910120050;0720030100459
4910120050;0025118821248
4910120050;0025117300813
4910120050;0025139060807
4910120050;0025144340685
4910120050;0028013121184
4910120050;0025108190890
4910120050;0025047101272
4910120050;0025053001276
4910120050;0025041191270
4910120050;0025040001035
4910120050;0025028390760
4910120050;0025064260944
4910120050;0025074981105
4910120050;0025096221294
4910120050;0025161620810
4910120050;0025177120854
4910120050;0025163560725
4910120050;0025167031042
4910120050;0026001261391
4910120050;0025011391190
4910120050;0023047491001
4910120050;0025006461304
4910120050;0000028080483
4910120050;0000031840566
4910121099;             
4910124098;0026003560965
4910126090;             
4910131060;0428001700659
4910137076;0428001520758
4910139095;             
4910141065;0025005870537
4910144072;0425000710704
4910144099;             
4910146083;             
4910147063;0428001970605
4910148086;0025026880868
4910149090;             
4910150064;0428002160658
4910150064;0025105660917
4910151095;             
4910152083;0428000490707
4910153063;0025042561089
4910153063;0025037651067
4910153063;0025051860654
4910153063;0025145230956
4910153063;0025137871026
4910153063;0025116050740
4910153063;0025128971250
4910153063;0025127901267
4910153063;0025135430847
4910153063;0025131820659
4910153063;0025106471212
4910153063;0025069111386
4910153063;0025009920989
4910153063;0023048950859
4910153063;0025012121005
4910153063;0000001300440
4910153063;0025235481001
4910156062;0000051460548
4910156062;0025014410799
4910156062;0025090650681
4910156062;0025147460860
4910156062;0026009040939
4910156062;0025053810620
4910156062;0025019570832
4910157069;0000013030582
4910158065;0000013450107
4910158065;0000029090067
4910158065;0000051100509
4910158065;0000062710575
4910158065;0025095310692
4910158065;0420018880542
4910162070;0425000760710
4910164065;0428002310641
4910164073;0425000810750
4910166068;9631003100610
4910166068;0025028390760
4910166068;0028012550766
4910166068;0025144870722
4910166068;0025213031003
4910166068;0025078901181
4910166076;0425000780745
4910166076;0000026850516
4910166076;0025024820892
4910167099;0428000520975
4910168060;             
4910168079;0425000800797
4910170090;0832000930835
4910171061;0425001010684
4910171096;0832000930835
4910179062;0025116960615
4910179062;0000022520589
4910183078;0025116070776
4910183078;0025145410776
4910186077;0425000860773
4910187073;0425000870736
4910189076;0025147930769
4910189076;0028004830836
4910189076;0025003020838
4910191070;             
4910193073;0428001700730
4910193073;0025133350749
4910194070;0425000890761
4910195076;             
4910196072;0428001450792
4910209085;0025043800702
4910217088;0428000670861
4910220089;             
4910227083;0428002130740
4910227083;0025050760737
4910227083;0025099311219
4910227083;0025154980784
4910228080;0025161690940
4910228080;0025094391036
4910228080;0025087850756
4910228080;0025006701046
4910228080;0025029071367
4910228080;0025021550703
4910228080;0025140171064
4910228080;0025124011031
4910228080;0025124031067
4910229086;0025130150889
4910229086;0025138801102
4910229086;0025144661139
4910229086;0025016821303
4910229086;0025090310740
4910229086;0025154070990
4910229086;0025190081050
4910229086;0025172110869
4910230084;0025154560904
4910230084;0025002811084
4910230084;0025118610891
4910230084;0025114220851
4910230084;0025027041037
4910230084;0025039591134
4910230084;0025036610847
4910230084;9225000740823
4910234080;0428000760852
4910234080;0028004820873
4910235086;0028005101021
4910235086;0028005511190
4910235086;0028003030933
4910235086;0028000821352
4910235086;0025143200707
4910235086;0025118231106
4910235086;0025134681129
4910235086;0025134091240
4910235086;0025044151333
4910235086;0025042791246
4910235086;0025049291290
4910235086;0025107301183
4910235086;0025005041158
4910235086;0025010251050
4910235086;0025150870941
4910235086;0025095230826
4910235086;0025097840800
4910235086;0025165041288
4910247084;0025165741000
4910247084;0025183521202
4910247084;0025095250932
4910247084;0025095350805
4910247084;0025097941320
4910247084;0025097051309
4910247084;0025067861396
4910247084;0025003050907
4910247084;0026000791222
4910247084;0025136651120
4910247084;0025120411159
4910247084;0025135721140
4910247084;0026017931391
4910258086;0025141560765
4910258086;0025132530603
4910258086;0000033750564
4910258086;0025097450858
4910258086;0025156480703
4910259082;0025053660806
4910268081;0025136930789
4910269088;0028011320805
4910272089;0025165280789
4910273085;0025169701029
4910273085;0025064200887
4910273085;0025115260857
4910273085;0025024680861
4910273085;0025023810885
4910277080;0025109560860
5110003149;0025001801409
5110054134;8831003971327
5110054134;9631005511316
5110056099;0025031241193
5110056099;0025114660908
5110056099;0025064720961
5110162069;             
5210004066;0025005210529
5210008061;0000049270524
5210043061;0025005020584
5210043061;0025022530803
5210044068;0025005090523
5210055078;0025030420663
5210115046;0000044300344
5210118045;0000041150406
5210125130;0025014860999
5210125130;0025092001354
5210125130;0025082941362
5210125130;0025166221204
5210125130;0025173630807
5210125130;0025100051386
5210125130;0025035241252
5210125130;0025043701135
5210125130;0025017721302
5210125130;0025029151395
5210125130;0025057021360
5210125130;0025045340865
5210125130;0025120440922
5210128059;0000062500503
5210136051;0000017410550
5210137066;0000002980428
5210151050;0000066930596
5210160068;0025020490596
5210164055;0000023130300
5210171051;0000055960413
5210171051;0025004260506
5210171051;0525000390600
5210171060;0000059400528
5210213072;0025035640700
5210243060;0025085920641
5210286061;0025034430604
5310016040;0000002230429
5310049088;0032000610738
5310052089;0025019340837
5310068104;0025153021228
5310069100;             
5310099050;0000074320467
5310101098;0025034780931
5310137092;0025140650973
5310137092;0025016850753
5310149104;0025189110905
5310152040;0000017110327
5310152040;0000035290293
5310157050;0000020280343
5310159053;0000047860502
5310166041;0000036960497
5310168079;             
5310170103;0025189110905
5310173102;0025189110905
5310178058;0000025330578
5310178058;0000027450201
5310178058;0531000221103
5310179046;0000049670468
5310196102;             
5310230041;0000016690281
5310268081;0025103170831
5310268081;0025113950880
5410004140;0025002141410
5410005147;9625024931273
5410006070;0025065650606
5410007140;9625007621393
5410018141;9625007801103
5410018141;9625018411131
5410018141;0025113891000
5410018141;0025075011037
5410022149;9625023761390
5410023145;9625023761390
5410033140;9625002611217
5410058089;             
5410095081;0025166520899
5410101090;0025106550864
5410118073;0025120480630
5410149130;0025106031247
5410150139;0025087711390
5410151135;9625004061389
5410156137;0025040791338
5410156137;0025080211308
5410156137;0025003601300
5410156137;0025006561368
5410157133;0025124981154
5410157133;9625017451148
5410159080;0025038220701
5410159080;0025054700810
5410159080;0025050700831
5410165136;0025026301264
5410166078;0025099440701
5410171136;             
5410173139;0025156830968
5410177070;0025093870739
5410177070;9631005500705
5410183134;9625024331322
5410183134;0025057291317
5410189078;0000008660409
5410260082;0000007010338
5410273087;0025005350533
5410275080;0025068280877
5410275080;0025005100502
5410306082;0025110140845
5410376064;0025148730704
5410376064;0000030450136
5410390083;0025157890727
5410391080;0025078090868
5410399080;0025046090943
5410399080;0025142820809
5410414080;0025016560755
5410414080;0025113190800
5910007122;0028004161225
5910007122;0525000800604
5910008129;0028004161225
5910009109;             
5910010107;0028003681284
5910012100;             
5910013092;0025150591040
5910013092;0000037310224
5910013106;             
5910015133;0025002201251
5910015133;0025085671242
5910015133;0025076350960
5910028120;9625000351218
5910028120;0025041261235
5910033093;0000041060164
5910035096;0025082591361
5910035096;0025062571284
5910035096;0025158310791
5910035096;0025103521219
5910035096;0025112270703
5910035096;0026008680977
5910035096;0025141440948
5910035096;0025130631399
5910035096;0025122281341
5910035096;0525001111004
5910035096;0520038620277
5910035096;0531000460949
5910035096;0525006770901
5910035096;9631004130904
5910035100;             
5910038095;0000033870110
5910040120;0028000591250
5910040120;0028010691320
5910048120;0000038270544
5910049127;0000038320584
5910050125;9631004631199
5910051121;0026024191250
5910052128;0025109711230
5910052128;0025023621217
5910052128;0025010371209
5910058126;0025009841094
5910058126;0025088450948
5910058126;0025072680698
5910058126;0025095580991
5910058126;0025188471386
5910058126;0025019970776
5910058126;0025018111192
5910058126;0025140670656
5910058126;0531000781230
5910059122;0028002911251
5910059122;0025114911331
5910059122;0025056341060
5910059122;0025054241017
5910059122;0025186821126
5910059122;0025175671152
5910059122;0025065871289
5910060120;0025079180712
5910060120;0025167791276
5910060120;0025095101007
5910060120;0025156571253
5910060120;0025106621206
5910060120;0025128710708
5910060120;0028005041290
5910060120;0028011441181
5910062093;0000056690495
5910066102;             
5910067125;0025043811232
5910075110;             
5910076124;9625004671101
5910090119;0025053350793
5910091115;0025028881233
5910091115;0531000150915
5910091115;0531000151210
5910091115;0025064510800
5910091115;0025076211250
5910091115;0025071541287
5910091115;0025068431166
5910094114;0025161580842
5910107127;0028008221206
5910107127;0028006051206
5910118129;0025155101164
5910119095;0025091361195
5910119095;0000015100375
5910119095;0025237591017
5910119095;0025133391186
5910119095;0025113411157
5910119095;0531000671214
5910119095;0531000741107
5910119095;0525003881109
5910119117;             
5910120115;             
5910121090;0025020620554
5910121111;0025055551338
5910121111;9625007731300
5910121111;9625022481220
5910121111;9625022541222
5910121111;9625008771143
5910121111;9625011531360
5910123114;9625006441367
5910123114;0028016651184
5910123114;0025130891200
5910123114;0028001201269
5910123114;0025172891232
5910123114;0025014231274
5910125117;             
5910126091;0025223421009
5910126091;0025182771027
5910126091;0025002091138
5910126091;0025046950632
5910126091;0025030201350
5910126091;0531000171084
5910126091;9625013801241
5910126113;9625005551177
5910126113;9625004381103
5910126113;0025019781027
5910126113;0026012041339
5910126113;0025163261221
5910126113;0025163600883
5910126113;0025088421093
5910131125;0025064791125
5910131125;0025064010832
5910131125;0525005091202
5910132105;             
5910133101;             
5910134116;9625002391187
5910134116;0025026531340
5910135090;0025064360906
5910139100;0025165241023
5910155091;             
5910157094;0025159661288
5910158112;0025114791174
5910158112;0528000621303
5910159097;0525004391067
5910167120;             
5910188100;             
5910189093;0000062030434
5910190105;             
5910196103;             
5910201115;             
5910202111;             
5910220101;0025122420996
5910220101;0025047451257
5910220101;0025188371080
5910293109;0025177231095
5910297090;             
5910301098;0000033060118
5910301098;0025010580622
5910301098;0025178491023
5910301098;0025146580985
5910301098;0025122901234
5910301098;0025080410920
5910301098;0025094560911
5910301098;0025095751044
5910301098;0025224971037
5910301101;0002000090524
5910301101;0025004711010
5910301101;0025180711132
5910301101;0025054190609
5910301101;0025059310700
5910301101;0025020870585
5910301101;0025122311003
5910301101;0026016951291
5910308106;0025040031295
5910308106;0025186871069
5910310100;0025182521187
5910310100;0025182641328
5910310100;0025178691200
5910310100;0025183961105
5910310100;0025165881359
5910310100;0025165891311
5910310100;0025176841205
5910310100;0025156411132
5910310100;0025162351197
5910310100;0025162221307
5910310100;0025081011256
5910310100;0025083501250
5910310100;0025091811301
5910310100;0025067731263
5910310100;0025068241383
5910310100;0025079931203
5910310100;0025078271226
5910310100;0025005481123
5910310100;0025008641466
5910310100;0023035470756
5910310100;0025000111000
5910310100;0025014741043
5910310100;0025011481423
5910310100;0025041700840
5910310100;0025042990796
5910310100;0025038221260
5910310100;0025028861127
5910310100;0025058921306
5910310100;0025053331306
5910310100;0025052511343
5910310100;0025045611303
5910310100;0025139071329
5910310100;0025124851293
5910310100;0025133421271
5910310100;0025128051232
5910310100;0025128061203
5910310100;0025125321352
5910310100;0025126701205
5910310100;0832000401255
5910310100;9625001331407
5910310100;9625004801331
5910310100;9625008541300
5910310100;9631008151396
5910311107;0531000251355
5910311107;0025093671027
5910311107;0025079271190
5910311107;0025055101308
5910311107;0025046120958
5910311107;0025054070700
5910311107;0025139901291
5910312103;             
5910314106;0028006491273
5910314106;0028010161363
5910314106;0028011231020
5910314106;0028017561308
5910314106;0028017571362
6210090060;             
6210092063;             
6210093060;             
6210094066;             
6210095062;             
6210100066;             
6210101062;             
6210102069;             
6210103065;             
6210104061;             
6210110061;             
6210116060;0025103290659
6210117066;             
6210125069;             
7110001148;0025045951317
7110001148;0025045061044
7110004147;0025147331113
7110004147;8831005411361
7110055132;9625003361303
7110055132;9625018621373
7110055132;9625021791390
7110055132;0025118771399
7110055132;0025151681328
7110066134;0025090881306
7110066134;9631005711323
7110070131;9631006271386
7110070131;9631006351304
7110070131;9625024541300
7110070131;0025135641384
7110070131;0025160541304
7110070131;0023018371303
7110072134;0025068791375
7110073130;9625025201325
7110078132;9625006101345
7110078132;0025045451268
7110078132;0025106831103
7110078132;0025087721352
7110078132;0025106491167
7110082130;9625024041324
7310004140;             
7310008138;9625016951333
7310008138;0025179101113
7310009134;             
7310010140;             
7310011147;9631000601465
7310011147;0025184641317
7310012143;             
7310013140;             
7310014138;             
7310014146;8831000121411
7310014146;0025053361302
7310018133;             
7310021134;0025057521339
7310021142;             
7310023145;9625016831354
7310023145;9625019361308
7310024133;8831000891365
7310024133;0025150821061
7310026144;9625000891409
7310026144;0025175961150
7310026144;0025128171050
7310026144;0025064491164
7310032136;0025079881265
7310033140;             
7310045130;9625008901373
7310051130;0025068381398
7310058135;9625013661300
7310059131;9625011771167
7310059131;0325000911280
7310059131;0025057701310
7310059131;0025126431151
7310059131;0025170691074
7310059131;0025000221379
7310060130;             
7310061136;             
7310073134;9625014961307
7310088131;9631004621398
7310092139;             
7310093135;             
7310100131;             
7310101138;             
7310103130;             
7310104137;0025000381147
7310104137;0025171311399
7310104137;0025173151160
7310104137;0025155990791
7310104137;0025131470810
7310105133;             
7310110137;0025084941270
7310115139;0025149241111
7310115139;9625021591382
7310115139;9625022131326
7310116135;             
7310117131;             
7310119134;9625024771306
7310120132;9625013291375
7310120132;9625004101356
7310121139;9625019251391
7310121139;0025145330829
7310121139;0025047321124
7310121139;0025040371126
7310121139;0025074680920
7310121139;0025153860912
7310121139;0025152731302
7310124138;0025017250857
7310124138;9631007181330
7310127137;0025049721308
7310135130;0025085751351
7310140133;0025047181284
7310140133;0025131231319
7310140133;9625025671399
7610002135;0025073881298
7610003131;0023028291310
7610003131;0025141301239
7610004138;0026018351097
7610013137;0025007461359
7610013137;0023002131332
7610013137;0026000681397
7610014133;0025224861010
7610015130;0025002281344
7610018139;0025002321311
7610024139;0025180321261
7610026123;0025098980869
7610028134;0025068681278
7610030120;             
7610030139;0025109061279
7610031135;0025152311109
7610032123;0025013141310
7610032123;0325000381206
7610032131;0025006341325
7610032131;0025124241380
7610033138;             
7610036137;9631000171355
7610041130;0025150391202
7610045136;9625022391239
7610047120;0323000211260
7610050121;0025150311020
7610050121;0025094501230
7610050130;0025019701368
7610051136;9625008351284
7610052132;0025051901199
7610052132;0025100641264
7610052132;0025067291271
7610052132;0025011831262
7610056138;0025004361361
7610060127;             
7610064122;             
7610065129;0025171241161
7610070130;0025150761220
7610072125;0025016631016
7610076120;0025075801275
7610080128;9625011781200
7610081124;9625011801252
7610090123;0025025751177
7610090123;0025122181207
7610091138;0025115021194
7610091138;0025087421200
7610091138;0025015861310
7610112127;0025094271138
7610118125;0025075670820
7610122122;0025088811207
7610130125;0025080330650
7610130125;9625021871318
7610134120;9625013261204
7610134120;0025216511090
7610149128;0025093351200
7610169129;0025095171200
7610181129;0325000811227
7610182125;0325000811227
7610184128;0325000851288
7610189120;9625016251277
7610190128;9625013001202
7610191124;0025048050809
7610192120;0025104761221
7610204129;0025170691074
7610204129;0025066121224
7610204129;0023008851159
7610204129;0025126431151
7610204129;9625011771167
7610204129;0325000911280
7610206121;0025156700916
7610209120;9625016441211
7610210129;0025104831297
7610210129;0025165141231
7610210129;9625007791396
7610210129;9625021951265
7610213128;0025185521110
7610214124;             
7610235121;0325000951231
7610235121;0025127631294
7610235121;0025033871100
7610237124;             
7610238120;9625013921220
7610238120;9625018391270
7610240125;0025025371188
7610245127;9625022351288
7610255122;9625020691200
7610255122;9631000321349
7610255122;9631000071300
7610255122;9631003001205
7610255122;0025127201281
7610255122;0026054051170
7610255122;0025066631265
7610258121;0025072951128
7610258121;9631005601226
7610261122;9625020331263
7610266124;0025108821202
7610268127;0025001571136
7610270121;9625009841234
7610273120;9625018821208
7610279129;0025038281247
7610287121;0025081811295
7610296120;             
7610300128;             
7610314129;0025213271071
7610314129;0025213291005
7610322121;0025089761211
7610322121;9625020421254
7610323128;0025077571242
7610326127;0025099471259
7610336122;9625018581215
7610338125;0025169091280
7610338125;0025083461283
7610339121;0025073581146
7610340120;0025004371243
7610340120;9625009701149
7610341126;0025148391225
7610346128;0325001051293
7610355127;0025113681294
7610355127;0025082371248
7610356123;0025091901211
7610357120;0025136191293
7610357120;9625012441233
7610362123;0025125281202
7610364126;0025233631006
7610364126;0025090991160
7610364126;0025077761025
7610364126;0025166811192
7610364126;0025150721270
7610364126;0025140411200
7610364126;0025041401185
7610364126;0025059111006
7610365122;0025072321299
7610365122;0025006231228
7610371122;0025143801204
7610371122;0025062391200
7610371122;0025054801330
7610372129;0025106591030
7610372129;0025028221225
7610372129;0025028831210
7610372129;0025134971046
7610373125;0025028831210
7610374121;0025164441258
7610375128;9625016391109
7610384127;0025138321240
7610385123;0025048421203
7610385123;0025105851267
7610388122;0025017731014
7610389129;0025124461231
7710068120;0025052760807
7710095127;0025076151258
8010045055;0000075340437
8010045055;0000057070482
8010106062;0000034320334
8010110060;0000034320334
8010114057;0000035069910
8010126063;             
8010140066;             
8010178055;0028000120648
8010178055;0025000050620
8010194042;             
8010194050;0000023820241
8010222054;             
8010223050;             
8010224057;             
8010229067;             
8010246050;0000023820241
8010255068;             
8010256064;             
8010257060;             
8010258067;             
8010258121;             
8010276057;             
8010283053;             
8010306061;             
8010313068;             
8010322067;             
8010323063;             
8010324060;             
8010362069;             
8010367060;0000051090511
8010368067;0000051090511
8010376060;0026000210785
8010377066;             
8010378062;             
8010379069;             
8010381063;             
8010396060;             
8010425044;0003000860401
8110003087;             
8110105130;0025118951370
8110119131;0025017211363
8110146139;0013000141218
8210002040;             
8210003046;             
8210003054;             
8210004042;             
8210006045;0000058640380
8210006045;0000058650342
8210006045;0000058660305
8210006045;0000058670378
8210006045;0025010220502
8210008048;0000058720308
8210008048;0000058760369
8210009044;0000058600329
8210009044;0000058510338
8210009044;0000058520309
8210009060;             
8210010042;0000058530363
8210010042;0000058540326
8210010042;0000058550399
8210010042;0000058560351
8210010042;0000058590340
8210010050;             
8210012045;0000058700382
8210012045;0000058710345
8210012045;0000058740333
8210012045;0000058750304
8210013041;0000058840397
8210013041;0000058850350
8210014048;0009018780308
8210016040;0000070570590
8210016040;0025058261373
8210020064;             
8210021060;             
8210023055;             
8210025040;             
8210029061;             
8210033069;             
8210040049;0009007310445
8210040049;0000010740406
8210041061;             
8210042041;             
8210042068;0009028060502
8210042068;0025069220673
8210044044;             
8210046063;             
8210047060;             
8210048066;             
8210053043;0000023850400
8210066048;0000017890403
8210066048;0000014290510
8210066048;0000009770550
8210066048;0009040380414
8210066048;0009055940453
8210066048;0000065920406
8210072048;0009044640593
8210072048;0000030770475
8210084046;             
8210085042;0000067850502
8210085042;0025030600645
8210087045;             
8210096044;             
8310003110;             
8310035136;0025100681304
8310035136;0025162721385
8310035136;0025184981339
8310043139;9625009611310
8310051131;             
8310054068;             
8310061137;             
8310117132;9625020451242
8310117132;0025194140906
8310117132;0025163261140
8310118139;             
8310129068;             
8310140061;             
8310141068;             
8310142064;             
8310144067;             
8310156065;             
8310174063;             
8710032126;9625003641250
8710032126;0025148181174
8710033122;0025137501105
8710033122;0025033811388
8710033122;0025030171264
8710060120;0025038561363
8710060120;0025047431221
8710060120;0025070251234
8710276122;0025012181245
8710276122;0025059201250
8710276122;0025021451128
8810202120;0025029351211
8810202120;0025057751253
8810202120;9625003781345
8810230124;0025151091105
9210024133;             
9310002131;0225000011389
9310007133;9625003331307
9310008130;0025064111353
9310009136;0025040331256
9310018135;             
9310136138;0025055121325
9310157135;             
9310171138;0025173031342
9610043135;0025065311062
9610043135;0025002611409
9610043135;0000031490050
9610043135;0025059850810
9610043135;0025043261062
9610046134;0025150720974
9610052134;0025076211170
9610052134;0025076221132
9610052134;9625025341259
9610071139;0025100360680
9610071139;0025057921191
9610072135;0000049270362
9610073131;0025025870699
9610074138;0025140820640
9610074138;0026082051198
9610077137;9625019161309
9610077137;0025171711303
9610078133;0025141321345
9610079130;             
9610083137;             
9610084133;             
9610085130;             
9610086136;             
9610088139;             
